,stock,tradeDate,rets,factor
2021,000063.XSHE,2011-03-31,0,0.43672237800406194
2022,000069.XSHE,2011-03-31,1,0.39686009761384095
2023,000100.XSHE,2011-03-31,1,0.4693386285334634
2024,000157.XSHE,2011-03-31,1,0.45543223639987684
2025,000338.XSHE,2011-03-31,0,0.4620996660292888
2026,000425.XSHE,2011-03-31,0,0.44311382934488225
2027,000538.XSHE,2011-03-31,1,0.3961615743072033
2028,000568.XSHE,2011-03-31,1,0.4446444608463911
2029,000625.XSHE,2011-03-31,1,0.41315770937483565
2030,000651.XSHE,2011-03-31,0,0.4393236286955454
2031,000725.XSHE,2011-03-31,0,0.46022098463107414
2035,000858.XSHE,2011-03-31,1,0.42144975043260446
2036,000876.XSHE,2011-03-31,0,0.40635196018189657
2038,002007.XSHE,2011-03-31,0,0.4437064050090523
2039,002024.XSHE,2011-03-31,1,0.4310817460233677
2041,002202.XSHE,2011-03-31,0,0.44203279776262344
2042,002241.XSHE,2011-03-31,0,0.4245695850110703
2043,002304.XSHE,2011-03-31,1,0.3942107660871523
2044,002415.XSHE,2011-03-31,0,0.4471980944156586
2046,600009.XSHG,2011-03-31,1,0.4060443840823385
2047,600010.XSHG,2011-03-31,0,0.417831475748804
2050,600019.XSHG,2011-03-31,0,0.4193268608790065
2051,600028.XSHG,2011-03-31,1,0.40384651785014214
2052,600029.XSHG,2011-03-31,1,0.40833937657753844
2054,600031.XSHG,2011-03-31,1,0.475071257006731
2056,600048.XSHG,2011-03-31,0,0.37790019404245795
2057,600050.XSHG,2011-03-31,1,0.44231383552335024
2058,600085.XSHG,2011-03-31,1,0.4641200869890956
2061,600111.XSHG,2011-03-31,1,0.456812260166894
2062,600115.XSHG,2011-03-31,1,0.4063071084251958
2063,600196.XSHG,2011-03-31,0,0.46066643614080255
2064,600276.XSHG,2011-03-31,1,0.4263105972535435
2065,600309.XSHG,2011-03-31,0,0.45956925646742114
2066,600352.XSHG,2011-03-31,0,0.4303321012414417
2067,600362.XSHG,2011-03-31,0,0.3865492673151874
2068,600383.XSHG,2011-03-31,0,0.41481055178122755
2069,600406.XSHG,2011-03-31,1,0.3874756411923915
2070,600489.XSHG,2011-03-31,1,0.4041809131669411
2071,600519.XSHG,2011-03-31,1,0.4704942404357186
2072,600547.XSHG,2011-03-31,0,0.4422046813309276
2073,600585.XSHG,2011-03-31,0,0.457652394182945
2074,600588.XSHG,2011-03-31,0,0.4279371341054524
2075,600660.XSHG,2011-03-31,0,0.42283827191078277
2076,600690.XSHG,2011-03-31,1,0.45479541809188734
2078,600795.XSHG,2011-03-31,1,0.4331947606252975
2080,600887.XSHG,2011-03-31,1,0.5
2081,600893.XSHG,2011-03-31,0,0.4117648312865015
2082,600900.XSHG,2011-03-31,1,0.4628760580985599
2084,601006.XSHG,2011-03-31,1,0.42259347106572215
2086,601088.XSHG,2011-03-31,1,0.4490959363039429
2087,601111.XSHG,2011-03-31,1,0.47533589146367605
2090,601186.XSHG,2011-03-31,0,0.42767391596040094
2095,601390.XSHG,2011-03-31,1,0.38676695197945904
2097,601600.XSHG,2011-03-31,0,0.4381328861332989
2099,601607.XSHG,2011-03-31,1,0.453659552544963
2100,601618.XSHG,2011-03-31,1,0.4655975838985866
2102,601668.XSHG,2011-03-31,1,0.476700203135643
2104,601766.XSHG,2011-03-31,0,0.4187116688471833
2106,601857.XSHG,2011-03-31,1,0.4425831175384378
2107,601888.XSHG,2011-03-31,1,0.4049409546489886
2108,601899.XSHG,2011-03-31,1,0.4719016614171362
2109,601933.XSHG,2011-03-31,0,0.41324201414787637
2114,000596.XSHE,2011-03-31,1,0.4728247178436322
2115,000661.XSHE,2011-03-31,0,0.44343801499619
2116,000703.XSHE,2011-03-31,1,0.43903302083923634
2117,000786.XSHE,2011-03-31,0,0.44009539701579287
2119,000963.XSHE,2011-03-31,0,0.4006866957880324
2120,002001.XSHE,2011-03-31,0,0.4308507306119865
2121,002008.XSHE,2011-03-31,0,0.4466183696460239
2123,002032.XSHE,2011-03-31,1,0.46717830261986704
2124,002044.XSHE,2011-03-31,0,0.43903302083920304
2125,002050.XSHE,2011-03-31,0,0.45381597855580824
2127,002179.XSHE,2011-03-31,0,0.42537266129350243
2128,002230.XSHE,2011-03-31,0,0.449397132749003
2129,002236.XSHE,2011-03-31,1,0.46270456604982646
2130,002252.XSHE,2011-03-31,0,0.39808448335631863
2131,002271.XSHE,2011-03-31,0,0.4332833084029969
2132,002311.XSHE,2011-03-31,1,0.3887937552896673
2133,002352.XSHE,2011-03-31,0,0.38209011100864865
2134,002410.XSHE,2011-03-31,1,0.42980066118452076
2135,002460.XSHE,2011-03-31,0,0.42405943918207617
2136,002475.XSHE,2011-03-31,1,0.4406764149232454
2137,002493.XSHE,2011-03-31,1,0.44153855850047824
2139,300003.XSHE,2011-03-31,0,0.405695550978746
2140,300015.XSHE,2011-03-31,1,0.4216183586496796
2143,300122.XSHE,2011-03-31,0,0.4448757387671573
2144,300124.XSHE,2011-03-31,1,0.4242422787457122
2145,300142.XSHE,2011-03-31,0,0.43902103851873614
2147,600011.XSHG,2011-03-31,1,0.44571114788845173
2148,600018.XSHG,2011-03-31,1,0.44948293878551543
2149,600061.XSHG,2011-03-31,1,0.4492231950727318
2150,600176.XSHG,2011-03-31,0,0.4219105916318533
2151,600183.XSHG,2011-03-31,0,0.48364220145291265
2152,600332.XSHG,2011-03-31,0,0.44183223758179174
2154,600436.XSHG,2011-03-31,1,0.45637720533583115
2155,600438.XSHG,2011-03-31,0,0.48449691887026186
2156,600570.XSHG,2011-03-31,0,0.40779243767057843
2157,600606.XSHG,2011-03-31,0,0.4699483880812034
2158,600655.XSHG,2011-03-31,1,0.42601799283151076
2160,600809.XSHG,2011-03-31,1,0.4190837218003691
2161,600886.XSHG,2011-03-31,1,0.48487436005860507
2164,601808.XSHG,2011-03-31,0,0.41180330956515676
2165,601877.XSHG,2011-03-31,1,0.45988489925139964
2166,601919.XSHG,2011-03-31,0,0.4486540195224479
2169,000708.XSHE,2011-03-31,1,0.4005859016347777
2170,000800.XSHE,2011-03-31,0,0.42190022171799624
2172,002049.XSHE,2011-03-31,0,0.40697936474987595
2173,002064.XSHE,2011-03-31,0,0.4604901357019233
2174,002129.XSHE,2011-03-31,0,0.4722559534823968
2175,002157.XSHE,2011-03-31,0,0.473404323510487
2176,002371.XSHE,2011-03-31,0,0.42532746940478783
2177,002414.XSHE,2011-03-31,0,0.4365973772952958
2179,002466.XSHE,2011-03-31,0,0.4166977752533544
2181,300014.XSHE,2011-03-31,0,0.44582088753455656
2182,600079.XSHG,2011-03-31,1,0.3818668535664478
2183,600132.XSHG,2011-03-31,0,0.4628530936118001
2184,600143.XSHG,2011-03-31,0,0.4655308327846685
2185,600150.XSHG,2011-03-31,0,0.407857556927757
2186,600161.XSHG,2011-03-31,0,0.4455002918656667
2187,600426.XSHG,2011-03-31,1,0.4409717525215059
2188,600584.XSHG,2011-03-31,0,0.4291187957369766
2189,600600.XSHG,2011-03-31,1,0.4247786301797125
2191,600763.XSHG,2011-03-31,0,0.4601163504764632
2192,600845.XSHG,2011-03-31,0,0.4889316626246981
2193,600848.XSHG,2011-03-31,0,0.4338720497959428
2196,601898.XSHG,2011-03-31,1,0.5
2198,000002.XSHE,2011-04-29,1,0.43830560958920833
2199,000063.XSHE,2011-04-29,1,0.42877603948055365
2200,000069.XSHE,2011-04-29,0,0.4388532026872817
2201,000100.XSHE,2011-04-29,1,0.41660986632764896
2202,000157.XSHE,2011-04-29,1,0.45410747340885843
2203,000338.XSHE,2011-04-29,0,0.42246399454144506
2204,000425.XSHE,2011-04-29,0,0.44603305989491143
2205,000538.XSHE,2011-04-29,1,0.4503343299868319
2206,000568.XSHE,2011-04-29,1,0.44987182595296193
2207,000625.XSHE,2011-04-29,0,0.43329465480543466
2208,000651.XSHE,2011-04-29,1,0.4264146489700651
2209,000725.XSHE,2011-04-29,1,0.4386931748295586
2210,000768.XSHE,2011-04-29,1,0.44579986839493796
2213,000858.XSHE,2011-04-29,1,0.4333867232788413
2214,000876.XSHE,2011-04-29,1,0.44468248967661067
2215,000895.XSHE,2011-04-29,1,0.4382530334786437
2216,002007.XSHE,2011-04-29,0,0.4301220295837754
2217,002024.XSHE,2011-04-29,1,0.4294912604684611
2219,002202.XSHE,2011-04-29,1,0.43513240231205974
2220,002241.XSHE,2011-04-29,1,0.42450324603974376
2221,002304.XSHE,2011-04-29,0,0.44021408850931076
2222,002415.XSHE,2011-04-29,1,0.4431595359274464
2224,600009.XSHG,2011-04-29,1,0.4459719157879486
2229,600028.XSHG,2011-04-29,0,0.464425514023251
2230,600029.XSHG,2011-04-29,0,0.43578379780289095
2232,600031.XSHG,2011-04-29,0,0.44419353737057826
2234,600048.XSHG,2011-04-29,1,0.4315229567611676
2235,600050.XSHG,2011-04-29,1,0.45645084224423366
2236,600085.XSHG,2011-04-29,0,0.4402710763955702
2237,600104.XSHG,2011-04-29,0,0.43493689864753965
2239,600111.XSHG,2011-04-29,1,0.4495079639128825
2240,600115.XSHG,2011-04-29,0,0.4572375855181062
2241,600196.XSHG,2011-04-29,1,0.41456290897061354
2242,600276.XSHG,2011-04-29,1,0.4472616198192551
2243,600309.XSHG,2011-04-29,0,0.42088497831437366
2245,600362.XSHG,2011-04-29,0,0.4441992218539642
2246,600383.XSHG,2011-04-29,0,0.4378128546120003
2247,600406.XSHG,2011-04-29,0,0.4483286068644176
2248,600489.XSHG,2011-04-29,0,0.44944743040264573
2249,600519.XSHG,2011-04-29,1,0.45956920982480515
2250,600547.XSHG,2011-04-29,0,0.4255504720982226
2251,600585.XSHG,2011-04-29,1,0.4426277097293622
2252,600588.XSHG,2011-04-29,1,0.42312176306410143
2253,600660.XSHG,2011-04-29,1,0.4588338667738804
2254,600690.XSHG,2011-04-29,0,0.4330704272259488
2255,600741.XSHG,2011-04-29,0,0.44515770415931405
2256,600795.XSHG,2011-04-29,0,0.4355895006426684
2258,600887.XSHG,2011-04-29,1,0.4692000662756879
2259,600893.XSHG,2011-04-29,0,0.43892255666815366
2260,600900.XSHG,2011-04-29,0,0.45311189508808886
2262,601006.XSHG,2011-04-29,1,0.4655351768061939
2264,601088.XSHG,2011-04-29,1,0.465435618618384
2265,601111.XSHG,2011-04-29,0,0.4537290340396308
2268,601186.XSHG,2011-04-29,0,0.42774694781639616
2273,601390.XSHG,2011-04-29,1,0.424244419003662
2275,601600.XSHG,2011-04-29,0,0.4463226030257678
2277,601607.XSHG,2011-04-29,0,0.45567530360344793
2278,601618.XSHG,2011-04-29,1,0.42841251250772816
2280,601668.XSHG,2011-04-29,1,0.4499389994386964
2282,601766.XSHG,2011-04-29,1,0.4373966777549356
2284,601857.XSHG,2011-04-29,1,0.4629387360190837
2285,601888.XSHG,2011-04-29,0,0.4485106619018361
2286,601899.XSHG,2011-04-29,0,0.4424940993780485
2287,601933.XSHG,2011-04-29,0,0.4273774634478431
2290,601989.XSHG,2011-04-29,0,0.4233850115829651
2292,000596.XSHE,2011-04-29,1,0.4579324730784113
2293,000661.XSHE,2011-04-29,1,0.42036630252517493
2295,000786.XSHE,2011-04-29,0,0.44950648309800595
2297,000963.XSHE,2011-04-29,1,0.44400107713105574
2298,002001.XSHE,2011-04-29,1,0.43592980407690707
2299,002008.XSHE,2011-04-29,1,0.44067686019459873
2301,002032.XSHE,2011-04-29,1,0.4625968870171163
2303,002050.XSHE,2011-04-29,1,0.43072591669831123
2304,002120.XSHE,2011-04-29,0,0.44648606779328565
2305,002179.XSHE,2011-04-29,0,0.44719413295945853
2306,002230.XSHE,2011-04-29,0,0.4295467783860877
2307,002236.XSHE,2011-04-29,0,0.43607668851858705
2308,002252.XSHE,2011-04-29,0,0.4374552015449732
2309,002271.XSHE,2011-04-29,1,0.42972411656293813
2310,002311.XSHE,2011-04-29,1,0.4394583791000034
2311,002352.XSHE,2011-04-29,0,0.442955015195502
2312,002410.XSHE,2011-04-29,0,0.443764278777597
2313,002460.XSHE,2011-04-29,0,0.41945875660022647
2314,002475.XSHE,2011-04-29,0,0.4249100471146947
2315,002493.XSHE,2011-04-29,0,0.44201386537288273
2317,300003.XSHE,2011-04-29,0,0.4253363305673761
2318,300015.XSHE,2011-04-29,1,0.444948510303525
2321,300122.XSHE,2011-04-29,0,0.43072925148191143
2322,300124.XSHE,2011-04-29,1,0.446829828217131
2323,300142.XSHE,2011-04-29,0,0.43866090157128157
2324,300144.XSHE,2011-04-29,1,0.4533920099828575
2325,600011.XSHG,2011-04-29,0,0.4536426950630192
2326,600018.XSHG,2011-04-29,1,0.45973403144401515
2328,600176.XSHG,2011-04-29,1,0.4391811205907128
2329,600183.XSHG,2011-04-29,0,0.4418498682293928
2330,600332.XSHG,2011-04-29,0,0.45297728179466934
2333,600438.XSHG,2011-04-29,0,0.47310390480007725
2334,600570.XSHG,2011-04-29,1,0.43575140200025153
2335,600606.XSHG,2011-04-29,0,0.4276263875755368
2336,600655.XSHG,2011-04-29,0,0.44616294062951695
2338,600809.XSHG,2011-04-29,1,0.44727628795164026
2339,600886.XSHG,2011-04-29,0,0.4473725128059219
2342,601808.XSHG,2011-04-29,1,0.44343607662783807
2343,601877.XSHG,2011-04-29,0,0.43951360554818275
2344,601919.XSHG,2011-04-29,0,0.4314422324529272
2347,000708.XSHE,2011-04-29,1,0.4577470480471428
2348,000800.XSHE,2011-04-29,0,0.4236020509670679
2350,002049.XSHE,2011-04-29,1,0.4321884311794863
2351,002064.XSHE,2011-04-29,0,0.4499895820263066
2352,002129.XSHE,2011-04-29,0,0.4269254490781509
2353,002157.XSHE,2011-04-29,1,0.4392088537796791
2354,002371.XSHE,2011-04-29,0,0.4345949988188037
2355,002414.XSHE,2011-04-29,0,0.4269519872818958
2357,002466.XSHE,2011-04-29,0,0.4294426744616562
2360,600079.XSHG,2011-04-29,1,0.44484355333804637
2361,600132.XSHG,2011-04-29,0,0.4348342522470825
2362,600143.XSHG,2011-04-29,0,0.41624244045218867
2363,600150.XSHG,2011-04-29,1,0.4354666983157335
2364,600161.XSHG,2011-04-29,0,0.4157417866639307
2365,600426.XSHG,2011-04-29,0,0.4222357701232819
2366,600584.XSHG,2011-04-29,0,0.43779874909543853
2367,600600.XSHG,2011-04-29,1,0.42328382887478916
2369,600763.XSHG,2011-04-29,1,0.43437813705808304
2370,600845.XSHG,2011-04-29,1,0.44317592510028936
2371,600848.XSHG,2011-04-29,0,0.4382066251219002
2374,601898.XSHG,2011-04-29,0,0.4361945955118884
2376,000002.XSHE,2011-05-31,1,0.48512251272975154
2377,000063.XSHE,2011-05-31,1,0.4452543614296234
2379,000069.XSHE,2011-05-31,1,0.4469504822434237
2380,000100.XSHE,2011-05-31,1,0.43364007922916586
2381,000157.XSHE,2011-05-31,1,0.44938091442441036
2382,000301.XSHE,2011-05-31,0,0.44491448286670704
2383,000338.XSHE,2011-05-31,0,0.4102288604685537
2384,000425.XSHE,2011-05-31,1,0.42991283493279675
2385,000538.XSHE,2011-05-31,0,0.47213547551817797
2386,000568.XSHE,2011-05-31,0,0.4623100813959218
2387,000596.XSHE,2011-05-31,1,0.48057947128023265
2388,000625.XSHE,2011-05-31,0,0.4431235870490498
2389,000651.XSHE,2011-05-31,1,0.43650537968215686
2390,000661.XSHE,2011-05-31,0,0.45468524594553017
2392,000708.XSHE,2011-05-31,0,0.43804069288997766
2393,000725.XSHE,2011-05-31,1,0.45354813253338266
2394,000768.XSHE,2011-05-31,1,0.463940738998661
2397,000786.XSHE,2011-05-31,1,0.4130754998068174
2398,000800.XSHE,2011-05-31,1,0.43998727620869216
2399,000858.XSHE,2011-05-31,1,0.448452421044863
2400,000876.XSHE,2011-05-31,1,0.46698009226485
2401,000895.XSHE,2011-05-31,1,0.42810236625965065
2403,000963.XSHE,2011-05-31,0,0.4485052274771375
2405,002001.XSHE,2011-05-31,1,0.46629522549062646
2406,002007.XSHE,2011-05-31,0,0.41970064289322817
2407,002008.XSHE,2011-05-31,1,0.46933938064470393
2408,002024.XSHE,2011-05-31,1,0.45200836233729413
2410,002032.XSHE,2011-05-31,0,0.4682175324360013
2411,002044.XSHE,2011-05-31,1,0.4661105232237696
2413,002050.XSHE,2011-05-31,0,0.43818393920926035
2414,002064.XSHE,2011-05-31,0,0.4115395933110349
2415,002120.XSHE,2011-05-31,0,0.4661105232237784
2418,002157.XSHE,2011-05-31,1,0.4848666572302411
2419,002179.XSHE,2011-05-31,1,0.44151220335501495
2420,002202.XSHE,2011-05-31,0,0.4264667174290954
2421,002230.XSHE,2011-05-31,1,0.4197206321026447
2422,002236.XSHE,2011-05-31,1,0.4479522559180185
2423,002241.XSHE,2011-05-31,1,0.4448934503825594
2424,002252.XSHE,2011-05-31,0,0.41980085217332985
2425,002271.XSHE,2011-05-31,1,0.46559265844817715
2426,002304.XSHE,2011-05-31,1,0.4474095903552704
2427,002311.XSHE,2011-05-31,1,0.43110133972194
2428,002352.XSHE,2011-05-31,0,0.429375650155325
2429,002371.XSHE,2011-05-31,0,0.42324761188114385
2430,002410.XSHE,2011-05-31,1,0.4348088357274634
2431,002414.XSHE,2011-05-31,1,0.4330699957833513
2432,002415.XSHE,2011-05-31,1,0.45416466759366864
2434,002460.XSHE,2011-05-31,1,0.42738358305027074
2436,002475.XSHE,2011-05-31,1,0.4436698436371956
2437,002493.XSHE,2011-05-31,0,0.42889227585343564
2441,300003.XSHE,2011-05-31,0,0.43275870686669543
2443,300015.XSHE,2011-05-31,0,0.45094693528739904
2446,300122.XSHE,2011-05-31,0,0.42313028770709854
2447,300124.XSHE,2011-05-31,0,0.4635270150432937
2448,300142.XSHE,2011-05-31,0,0.43564023886555303
2449,300144.XSHE,2011-05-31,0,0.4663803389688661
2451,600009.XSHG,2011-05-31,0,0.4521846634374561
2452,600010.XSHG,2011-05-31,1,0.44728692511309986
2453,600011.XSHG,2011-05-31,0,0.44740237683151035
2456,600018.XSHG,2011-05-31,0,0.43275880961756574
2457,600019.XSHG,2011-05-31,0,0.4382502927512069
2458,600028.XSHG,2011-05-31,0,0.42461848661693985
2461,600031.XSHG,2011-05-31,1,0.4330492325381661
2463,600048.XSHG,2011-05-31,1,0.4196565463528275
2464,600050.XSHG,2011-05-31,0,0.47474469759711757
2466,600079.XSHG,2011-05-31,0,0.46729188850026454
2467,600085.XSHG,2011-05-31,1,0.44914974623515225
2468,600104.XSHG,2011-05-31,1,0.42990530270469685
2470,600111.XSHG,2011-05-31,0,0.4430808677771916
2471,600115.XSHG,2011-05-31,0,0.46404086876746586
2472,600132.XSHG,2011-05-31,1,0.4487062901114521
2473,600143.XSHG,2011-05-31,1,0.429327469044074
2474,600150.XSHG,2011-05-31,1,0.43806733629153566
2475,600161.XSHG,2011-05-31,0,0.4221421280503908
2476,600176.XSHG,2011-05-31,1,0.43763024843355514
2477,600183.XSHG,2011-05-31,0,0.44251904465511155
2478,600196.XSHG,2011-05-31,0,0.4461448535633028
2479,600276.XSHG,2011-05-31,0,0.4805983998806735
2480,600309.XSHG,2011-05-31,1,0.4133562349377449
2481,600332.XSHG,2011-05-31,0,0.4219347491604147
2483,600352.XSHG,2011-05-31,0,0.4199056865958766
2484,600362.XSHG,2011-05-31,1,0.43356796439684675
2485,600383.XSHG,2011-05-31,1,0.42661527567598634
2486,600406.XSHG,2011-05-31,1,0.44300088151012834
2487,600426.XSHG,2011-05-31,1,0.4369371463679812
2488,600436.XSHG,2011-05-31,0,0.45129772881833424
2489,600438.XSHG,2011-05-31,0,0.4429969390561874
2490,600489.XSHG,2011-05-31,1,0.4310870197573301
2491,600519.XSHG,2011-05-31,0,0.42856336395162226
2492,600547.XSHG,2011-05-31,0,0.44175482829969
2493,600570.XSHG,2011-05-31,1,0.4577848259350766
2494,600584.XSHG,2011-05-31,0,0.42820484107612705
2496,600588.XSHG,2011-05-31,0,0.4278996770214946
2497,600600.XSHG,2011-05-31,0,0.46387198246588407
2499,600655.XSHG,2011-05-31,0,0.43074618855597235
2500,600660.XSHG,2011-05-31,0,0.45524912625470126
2501,600690.XSHG,2011-05-31,1,0.40579358549657824
2502,600741.XSHG,2011-05-31,1,0.4263332971765392
2503,600745.XSHG,2011-05-31,0,0.43917036237267665
2506,600795.XSHG,2011-05-31,0,0.4031579760281676
2507,600809.XSHG,2011-05-31,0,0.4577785439568668
2509,600845.XSHG,2011-05-31,0,0.4722709378149577
2512,600886.XSHG,2011-05-31,0,0.4298471196772829
2513,600887.XSHG,2011-05-31,0,0.4631816983178509
2514,600893.XSHG,2011-05-31,1,0.4293158856530892
2515,600900.XSHG,2011-05-31,0,0.43939578126796464
2517,601006.XSHG,2011-05-31,0,0.4616926899581362
2519,601088.XSHG,2011-05-31,1,0.4853055873221363
2520,601111.XSHG,2011-05-31,0,0.45094858295705564
2524,601216.XSHG,2011-05-31,1,0.4432444306896309
2529,601390.XSHG,2011-05-31,0,0.4252594541825873
2533,601607.XSHG,2011-05-31,0,0.4675811447294942
2534,601618.XSHG,2011-05-31,0,0.4516921353495752
2536,601668.XSHG,2011-05-31,1,0.455394822406017
2538,601766.XSHG,2011-05-31,1,0.4533806555234494
2540,601799.XSHG,2011-05-31,0,0.4456949448052022
2541,601808.XSHG,2011-05-31,0,0.4372516959484496
2543,601857.XSHG,2011-05-31,0,0.4655350752555152
2544,601877.XSHG,2011-05-31,0,0.43839454669980205
2545,601888.XSHG,2011-05-31,0,0.42374636995705367
2546,601898.XSHG,2011-05-31,0,0.41856591737310844
2547,601899.XSHG,2011-05-31,0,0.47265086474368256
2548,601919.XSHG,2011-05-31,0,0.416823366875576
2549,601933.XSHG,2011-05-31,0,0.41818166739444734
2552,601989.XSHG,2011-05-31,1,0.4400854661293856
2555,000002.XSHE,2011-06-30,0,0.4760893764793028
2556,000063.XSHE,2011-06-30,0,0.40213061202541595
2558,000069.XSHE,2011-06-30,0,0.4745451000300967
2559,000100.XSHE,2011-06-30,0,0.49438169257382747
2560,000157.XSHE,2011-06-30,0,0.5
2561,000301.XSHE,2011-06-30,0,0.41381742797480786
2562,000338.XSHE,2011-06-30,0,0.4049476890065694
2563,000425.XSHE,2011-06-30,0,0.48829800112039845
2564,000538.XSHE,2011-06-30,1,0.40399561467167117
2565,000568.XSHE,2011-06-30,1,0.41847021174591237
2566,000596.XSHE,2011-06-30,1,0.4460009590060709
2567,000625.XSHE,2011-06-30,0,0.4893299082309143
2568,000651.XSHE,2011-06-30,0,0.44410317584354475
2569,000661.XSHE,2011-06-30,0,0.44667021045761995
2571,000708.XSHE,2011-06-30,0,0.47632404818575097
2572,000725.XSHE,2011-06-30,0,0.4567417626118158
2573,000768.XSHE,2011-06-30,0,0.440828417652522
2576,000786.XSHE,2011-06-30,0,0.4347475167089573
2577,000800.XSHE,2011-06-30,0,0.4445036073956442
2578,000858.XSHE,2011-06-30,1,0.4541593624586578
2580,000895.XSHE,2011-06-30,1,0.42655483414743656
2582,000963.XSHE,2011-06-30,1,0.40633221642717904
2584,002001.XSHE,2011-06-30,0,0.4588199662619952
2585,002007.XSHE,2011-06-30,0,0.40106184583717364
2586,002008.XSHE,2011-06-30,0,0.48259120184878895
2587,002024.XSHE,2011-06-30,0,0.4617542002882797
2589,002032.XSHE,2011-06-30,0,0.4578531986328982
2590,002044.XSHE,2011-06-30,1,0.46642249269180824
2591,002049.XSHE,2011-06-30,0,0.4567409826278197
2592,002050.XSHE,2011-06-30,1,0.4447527419082416
2593,002064.XSHE,2011-06-30,0,0.4143062709324362
2595,002129.XSHE,2011-06-30,1,0.43205793354535416
2597,002157.XSHE,2011-06-30,0,0.467438366068255
2598,002179.XSHE,2011-06-30,1,0.41188761505582305
2599,002202.XSHE,2011-06-30,0,0.3979287260910019
2600,002230.XSHE,2011-06-30,0,0.41818941622135924
2601,002236.XSHE,2011-06-30,1,0.39387121584246954
2602,002241.XSHE,2011-06-30,1,0.43442359617045884
2603,002252.XSHE,2011-06-30,1,0.37485792158223363
2604,002271.XSHE,2011-06-30,0,0.5
2605,002304.XSHE,2011-06-30,1,0.40950140126027396
2606,002311.XSHE,2011-06-30,1,0.4424861006006633
2608,002371.XSHE,2011-06-30,1,0.40796986984610073
2609,002410.XSHE,2011-06-30,1,0.41922535477749445
2610,002414.XSHE,2011-06-30,1,0.4651550659008674
2611,002415.XSHE,2011-06-30,1,0.48489640039791343
2613,002460.XSHE,2011-06-30,1,0.39156763258549315
2615,002475.XSHE,2011-06-30,1,0.41910515493421463
2616,002493.XSHE,2011-06-30,0,0.40231437365421824
2617,002555.XSHE,2011-06-30,1,0.4491076528031483
2623,300003.XSHE,2011-06-30,0,0.41163453145490675
2625,300015.XSHE,2011-06-30,1,0.4248797361925693
2628,300122.XSHE,2011-06-30,1,0.40878205842988374
2629,300124.XSHE,2011-06-30,1,0.43603219619473965
2630,300142.XSHE,2011-06-30,1,0.41374698987659353
2631,300144.XSHE,2011-06-30,1,0.43190855944592244
2634,600010.XSHG,2011-06-30,0,0.4508218100771702
2635,600011.XSHG,2011-06-30,0,0.4526969467412014
2638,600018.XSHG,2011-06-30,1,0.47196079117755085
2639,600019.XSHG,2011-06-30,0,0.42252056547886785
2640,600028.XSHG,2011-06-30,0,0.41822434142480575
2641,600029.XSHG,2011-06-30,1,0.5
2643,600031.XSHG,2011-06-30,0,0.4736295992170515
2645,600048.XSHG,2011-06-30,0,0.5051877800337271
2646,600050.XSHG,2011-06-30,0,0.44518694836615985
2648,600079.XSHG,2011-06-30,1,0.4622473857107599
2649,600085.XSHG,2011-06-30,1,0.5
2650,600104.XSHG,2011-06-30,0,0.4283767942736315
2652,600111.XSHG,2011-06-30,0,0.45823943411032614
2653,600115.XSHG,2011-06-30,1,0.4468190710693531
2654,600132.XSHG,2011-06-30,1,0.46836012669407134
2655,600143.XSHG,2011-06-30,1,0.5101308396942705
2656,600150.XSHG,2011-06-30,0,0.4681681269499995
2657,600161.XSHG,2011-06-30,1,0.38496935302144664
2658,600176.XSHG,2011-06-30,1,0.4713910731597294
2659,600183.XSHG,2011-06-30,0,0.44577820149973457
2660,600196.XSHG,2011-06-30,0,0.43837069852015437
2661,600276.XSHG,2011-06-30,1,0.42088913358978025
2662,600309.XSHG,2011-06-30,0,0.48126762124302075
2663,600332.XSHG,2011-06-30,1,0.4168226851906827
2665,600352.XSHG,2011-06-30,0,0.44594294903666015
2666,600362.XSHG,2011-06-30,1,0.46565829061696296
2667,600383.XSHG,2011-06-30,0,0.4769794732105932
2668,600406.XSHG,2011-06-30,1,0.4153833496994807
2669,600426.XSHG,2011-06-30,0,0.4148285176647424
2670,600436.XSHG,2011-06-30,1,0.4470569403857473
2671,600438.XSHG,2011-06-30,0,0.4537738385466373
2672,600489.XSHG,2011-06-30,1,0.44888981418011803
2673,600519.XSHG,2011-06-30,1,0.4512308661927366
2675,600570.XSHG,2011-06-30,0,0.48676058992421695
2676,600584.XSHG,2011-06-30,0,0.4374604031120114
2677,600585.XSHG,2011-06-30,0,0.4629805031152234
2678,600588.XSHG,2011-06-30,1,0.4418350416254206
2679,600600.XSHG,2011-06-30,1,0.4759746948948351
2680,600606.XSHG,2011-06-30,0,0.41032687719445
2681,600655.XSHG,2011-06-30,1,0.4347766440429556
2682,600660.XSHG,2011-06-30,0,0.4487488867798714
2683,600690.XSHG,2011-06-30,0,0.43634537271800466
2684,600741.XSHG,2011-06-30,0,0.47895113122698846
2687,600763.XSHG,2011-06-30,1,0.4256283208051015
2688,600795.XSHG,2011-06-30,0,0.42121479722039
2689,600809.XSHG,2011-06-30,1,0.4912535351736347
2691,600845.XSHG,2011-06-30,0,0.48088205303821613
2694,600886.XSHG,2011-06-30,0,0.40784652013948614
2695,600887.XSHG,2011-06-30,1,0.42688256609053915
2696,600893.XSHG,2011-06-30,1,0.42036580038850785
2697,600900.XSHG,2011-06-30,0,0.3911560619572713
