,,PCT_CHG
2021-09-30,000100.SZ,-12.201963534361859
2021-03-31,300014.SZ,-12.10526315789473
2021-06-30,000708.SZ,-12.067510548523208
2021-11-30,300015.SZ,-12.054399340614063
2021-07-30,600036.SH,-12.008474142388136
2021-06-30,601601.SH,-11.979568861953737
2021-03-31,002001.SZ,-11.831180811808117
2021-09-30,600660.SH,-11.79540709812108
2021-03-31,600426.SH,-11.79234202490017
2021-06-30,002271.SZ,-11.699920191540302
2021-03-31,000333.SZ,-11.656639449935536
2021-07-30,600886.SH,-11.65452653485952
2021-10-29,000157.SZ,-11.636363636363644
2021-03-31,000157.SZ,-11.61335187760778
2021-10-29,000786.SZ,-11.611893583724575
2021-03-31,000656.SZ,-11.54362416107383
2021-07-30,601857.SH,-11.531190926276002
2021-06-30,600489.SH,-11.498973305954841
2021-07-30,600332.SH,-11.373707533234867
2021-10-29,600010.SH,-11.356466876971606
2021-04-30,600340.SH,-11.305732484076437
2021-03-31,601600.SH,-11.294117647058833
2021-07-30,300498.SZ,-11.204975953162165
2021-07-30,600029.SH,-11.129568106312293
2021-10-29,000338.SZ,-11.047033847417387
2021-04-30,600760.SH,-11.046063780619308
2021-08-31,600570.SH,-11.039310716208927
2021-07-30,000333.SZ,-11.013030685161828
2021-03-31,000895.SZ,-10.94700260642919
2021-06-30,600048.SH,-10.94674556213019
2021-11-30,000625.SZ,-10.923076923076923
2021-07-30,002241.SZ,-10.832943378568094
2021-06-30,000002.SZ,-10.82397003745319
2021-07-30,002050.SZ,-10.758965804837374
2021-04-30,000538.SZ,-10.754294249439877
2021-03-31,000786.SZ,-10.752688172043012
2021-04-30,600522.SH,-10.74235807860261
2021-04-30,000895.SZ,-10.634146341463413
2021-07-30,600999.SH,-10.630311284409133
2021-05-31,002120.SZ,-10.62111801242237
2021-08-31,002230.SZ,-10.614334470989773
2021-04-30,601808.SH,-10.586648685097778
2021-07-30,600809.SH,-10.583366853144272
2021-11-30,000001.SZ,-10.564102564102562
2021-03-31,600489.SH,-10.51502145922748
2021-04-30,600109.SH,-10.510732790525534
2021-08-31,002024.SZ,-10.508474576271198
2021-10-29,600048.SH,-10.477548111190293
2021-06-30,601318.SH,-10.473537604456817
2021-06-30,002153.SZ,-10.467931183288337
2021-10-29,002024.SZ,-10.420841683366744
2021-05-31,000069.SZ,-10.418904403866824
2021-03-31,300033.SZ,-10.417164131778511
2021-08-31,000538.SZ,-10.396039603960405
2021-11-30,600340.SH,-10.32608695652174
2021-02-26,600600.SH,-10.316477080752351
2021-03-31,000596.SZ,-10.291104661089289
2021-07-30,600299.SH,-10.28428093645486
2021-02-26,600340.SH,-10.264550264550243
2021-07-30,600150.SH,-10.246971879016641
2021-08-31,600346.SH,-10.243233984241185
2021-09-30,000066.SZ,-10.211027910142956
2021-08-31,002157.SZ,-10.189075630252098
2021-07-30,601601.SH,-10.182947877114257
2021-06-30,002001.SZ,-10.178515502662066
2021-10-29,600150.SH,-10.159362549800798
2021-02-26,600132.SH,-10.136945519499852
2021-06-30,000333.SZ,-10.128906350661426
2021-04-30,000703.SZ,-10.102389078498298
2021-06-30,600547.SH,-10.060832943378584
2021-02-26,600143.SH,-10.017825311942975
2021-02-26,600570.SH,-10.01750231648304
2021-06-30,601888.SH,-9.964704278541914
2021-04-30,601618.SH,-9.941520467836252
2021-07-30,000728.SZ,-9.912170639899621
2021-08-31,000938.SZ,-9.901365705614573
2021-06-30,002032.SZ,-9.901129943502829
2021-09-30,002050.SZ,-9.861386138613849
2021-10-29,600161.SH,-9.809434551702589
2021-07-30,002001.SZ,-9.797768479776837
2021-07-30,600233.SH,-9.790209790209792
2021-05-31,601727.SH,-9.78473581213306
2021-03-31,600999.SH,-9.779614325068886
2021-04-30,601166.SH,-9.755085097550854
2021-07-30,600016.SH,-9.75056689342404
2021-10-29,600031.SH,-9.748427672955984
2021-06-30,000895.SZ,-9.710391822827924
2021-11-30,600872.SH,-9.62861072902339
2021-04-30,601111.SH,-9.6132596685083
2021-09-30,600426.SH,-9.582646897309177
2021-04-30,600031.SH,-9.575402635431928
2021-11-30,600299.SH,-9.541984732824426
2021-03-31,600276.SH,-9.538310412573658
2021-09-30,600143.SH,-9.500308451573103
2021-07-30,600030.SH,-9.422614274258233
2021-04-30,601009.SH,-9.387351778656116
2021-10-29,600383.SH,-9.37499999999999
2021-03-31,000002.SZ,-9.365558912386707
2021-02-26,600109.SH,-9.34645115952214
2021-07-30,600887.SH,-9.340211783871833
2021-08-31,300014.SZ,-9.325273357631792
2021-08-31,600132.SH,-9.29389683515629
2021-11-30,600309.SH,-9.215890774627844
2021-02-26,600690.SH,-9.199372056514921
2021-09-30,601899.SH,-9.180918091809176
2021-11-30,601155.SH,-9.170560747663558
2021-04-30,600547.SH,-9.150633505396522
2021-10-29,300015.SZ,-9.11985018726591
2021-07-30,600352.SH,-9.080254473632177
2021-06-30,601607.SH,-9.079173838209986
2021-05-31,000425.SZ,-9.07859078590787
2021-04-30,300033.SZ,-9.045226130653283
2021-07-30,001979.SZ,-9.042205338752762
2021-03-31,600521.SH,-9.023354564755836
2021-06-30,600406.SH,-9.016811394783641
2021-05-31,000157.SZ,-8.975444538526677
2021-05-31,000100.SZ,-8.973856130744394
2021-11-30,600795.SH,-8.960573476702505
2021-11-30,601808.SH,-8.93817204301074
2021-05-31,600690.SH,-8.934500452761862
2021-11-30,600887.SH,-8.906976744186046
2021-02-26,600161.SH,-8.857142857142852
2021-07-30,000651.SZ,-8.829174664107498
2021-10-29,601857.SH,-8.818635607321113
2021-07-30,002008.SZ,-8.81406288685318
2021-04-30,601390.SH,-8.79864636209815
2021-06-30,002236.SZ,-8.776480760916549
2021-02-26,000568.SZ,-8.72720217306946
2021-05-31,600019.SH,-8.690614136732332
2021-04-30,600276.SH,-8.67629492887394
2021-05-31,600383.SH,-8.673469387755084
2021-08-31,600079.SH,-8.660752006759619
2021-10-29,601727.SH,-8.653846153846157
2021-05-31,000656.SZ,-8.636363636363631
2021-04-30,000069.SZ,-8.635917566241403
2021-03-31,002157.SZ,-8.635265700483075
2021-08-31,000858.SZ,-8.634201585503975
2021-07-30,601939.SH,-8.595603038705912
2021-11-30,600176.SH,-8.568443051201669
2021-11-30,600019.SH,-8.555399719495094
2021-04-30,600000.SH,-8.553230209281171
2021-07-30,600028.SH,-8.486238532110091
2021-06-30,002007.SZ,-8.472365171801288
2021-03-31,600837.SH,-8.436724565756826
2021-04-30,601939.SH,-8.435374149659847
2021-03-31,600048.SH,-8.429858429858417
2021-09-30,002271.SZ,-8.429752066115704
2021-05-31,000708.SZ,-8.42349304482225
2021-10-29,000538.SZ,-8.375089477451692
2021-07-30,600547.SH,-8.372932349645701
2021-05-31,000876.SZ,-8.363417569193743
2021-11-30,600036.SH,-8.300907911802845
2021-02-26,601628.SH,-8.271092669432923
2021-06-30,600588.SH,-8.248275862068965
2021-10-29,600340.SH,-8.22942643391521
2021-02-26,300015.SZ,-8.192556839832354
2021-10-29,002236.SZ,-8.17875210792579
2021-02-26,002049.SZ,-8.158199569750114
2021-10-29,601155.SH,-8.154506437768239
2021-11-30,600030.SH,-8.153013910355488
2021-06-30,002027.SZ,-8.10546875
2021-11-30,600900.SH,-8.094117647058818
2021-07-30,002271.SZ,-8.026030368763559
2021-06-30,601727.SH,-8.026030368763559
2021-07-30,000725.SZ,-8.012820512820507
2021-09-30,601766.SH,-7.9999999999999964
2021-04-30,601727.SH,-7.927927927927925
2021-08-31,000651.SZ,-7.9209796000692005
2021-03-31,300003.SZ,-7.917059377945323
2021-10-29,600352.SH,-7.914201183431957
2021-04-30,000938.SZ,-7.913306451612911
2021-08-31,000066.SZ,-7.89968652037617
2021-03-31,000538.SZ,-7.874015748031504
2021-06-30,002142.SZ,-7.87234042553192
2021-09-30,600183.SH,-7.829787234042563
2021-03-31,600132.SH,-7.826735133344364
2021-10-29,000860.SZ,-7.809847198641773
2021-09-30,600362.SH,-7.802487749717302
2021-04-30,601788.SH,-7.753846153846156
2021-07-30,601607.SH,-7.722710433598456
2021-04-30,601155.SH,-7.704918032786889
2021-03-31,000063.SZ,-7.682619647355171
2021-03-31,000938.SZ,-7.677989762680304
2021-06-30,600999.SH,-7.669902912621374
2021-03-31,601318.SH,-7.607419582061514
2021-03-31,600111.SH,-7.588206863218949
2021-10-29,601808.SH,-7.5776397515528116
2021-04-30,600029.SH,-7.569141193595364
2021-09-30,002049.SZ,-7.554760840411257
2021-06-30,600143.SH,-7.535460992907805
2021-07-30,601989.SH,-7.524271844660202
2021-11-30,000963.SZ,-7.505458515283847
2021-06-30,601111.SH,-7.491082045184294
2021-06-30,000651.SZ,-7.46003552397868
2021-03-31,600104.SH,-7.435294117647051
2021-06-30,601166.SH,-7.416200949529439
2021-02-26,600482.SH,-7.415485278080681
2021-02-26,000661.SZ,-7.412784303374242
2021-02-26,000001.SZ,-7.405803378085752
2021-04-30,601398.SH,-7.400722021660644
2021-09-30,002241.SZ,-7.391491190373866
2021-03-31,600887.SH,-7.3808422026839455
2021-02-26,002304.SZ,-7.3574824763491975
2021-06-30,600233.SH,-7.2908592200082385
2021-11-30,600570.SH,-7.285714285714295
2021-10-29,601390.SH,-7.243816254416968
2021-07-30,600482.SH,-7.23306544202067
2021-11-30,000656.SZ,-7.207207207207212
2021-08-31,600519.SH,-7.206117963775826
2021-03-31,600183.SH,-7.189542483660127
2021-06-30,600887.SH,-7.10644141472947
2021-03-31,002007.SZ,-7.0827489481065875
2021-04-30,000157.SZ,-7.081038552321006
2021-10-29,000708.SZ,-7.073170731707313
2021-10-29,002153.SZ,-7.064364207221352
2021-10-29,600018.SH,-7.060755336617386
2021-05-31,600233.SH,-7.045840407470294
2021-07-30,000425.SZ,-7.031378940923972
2021-04-30,600588.SH,-7.02884346121534
2021-08-31,601318.SH,-7.024408421837158
2021-04-30,601766.SH,-7.00934579439253
2021-02-26,002007.SZ,-6.979778212654919
2021-04-30,600016.SH,-6.930693069306915
2021-07-30,600015.SH,-6.930122875697153
2021-03-31,600161.SH,-6.925049871758349
2021-11-30,600660.SH,-6.902834008097159
2021-06-30,601628.SH,-6.895604395604393
2021-03-31,300498.SZ,-6.879471656576774
2021-06-30,600036.SH,-6.874033339061714
2021-04-30,600900.SH,-6.856343283582111
2021-10-29,600061.SH,-6.818181818181845
2021-10-29,600011.SH,-6.771463119709786
2021-09-30,600079.SH,-6.753006475485657
2021-10-29,000166.SZ,-6.727272727272737
2021-11-30,000938.SZ,-6.7099567099567
2021-09-30,600600.SH,-6.707599629286365
2021-11-30,600029.SH,-6.7073170731707155
2021-07-30,600521.SH,-6.70498084291189
2021-10-29,601618.SH,-6.666666666666677
2021-10-29,600585.SH,-6.666666666666665
2021-06-30,000069.SZ,-6.654462543976747
2021-11-30,601618.SH,-6.6502463054187055
2021-10-29,600482.SH,-6.6447007138934815
2021-09-30,002001.SZ,-6.638859923531459
2021-03-31,600872.SH,-6.577932098765437
2021-06-30,000001.SZ,-6.528925619834702
2021-11-30,601009.SH,-6.49484536082473
2021-03-31,002202.SZ,-6.468646864686467
2021-07-30,601328.SH,-6.441740608561986
2021-03-31,600009.SH,-6.431803490627019
2021-08-31,600588.SH,-6.424581005586583
2021-03-31,601766.SH,-6.413994169096215
2021-06-30,300014.SZ,-6.411526339486706
2021-06-30,600519.SH,-6.399249040082122
2021-02-26,601788.SH,-6.382978723404243
2021-11-30,002304.SZ,-6.3809216886883675
2021-02-26,600346.SH,-6.373056994818649
2021-09-30,600132.SH,-6.364609347128091
2021-06-30,600606.SH,-6.357388316151202
2021-07-30,601398.SH,-6.356302882584808
2021-10-29,600999.SH,-6.331877729257651
2021-06-30,600115.SH,-6.273062730627299
2021-07-30,601998.SH,-6.255348317732034
2021-07-30,000166.SZ,-6.25470302422142
2021-11-30,601111.SH,-6.227967097532295
2021-02-26,000783.SZ,-6.209573091849929
2021-08-31,600309.SH,-6.173056630320084
2021-04-30,601318.SH,-6.152990814648929
2021-08-31,000895.SZ,-6.152647975077885
2021-03-31,000708.SZ,-6.150017774617844
2021-04-30,600352.SH,-6.146408839778994
2021-04-30,600176.SH,-6.145833333333329
2021-10-29,600109.SH,-6.129597197898429
2021-10-29,601989.SH,-6.122448979591855
2021-09-30,600845.SH,-6.116642958748219
2021-05-31,002008.SZ,-6.10682269093722
2021-04-30,000002.SZ,-6.100000000000005
2021-09-30,600584.SH,-6.090775988286978
2021-05-31,600741.SH,-6.087289433384379
2021-07-30,601169.SH,-6.075858608855622
2021-05-31,000651.SZ,-6.025705224503408
2021-06-30,002120.SZ,-5.976372480889525
2021-08-31,002044.SZ,-5.976095617529875
2021-11-30,000063.SZ,-5.947271612507654
2021-04-30,601872.SH,-5.938697318007646
2021-10-29,300033.SZ,-5.9054132955209
2021-04-30,000338.SZ,-5.873180873180861
2021-05-31,600584.SH,-5.8423913043478155
2021-08-31,002032.SZ,-5.828990542366341
2021-10-29,601186.SH,-5.822784810126591
2021-10-29,002271.SZ,-5.798736462093867
2021-06-30,000783.SZ,-5.79150579150578
2021-04-30,600010.SH,-5.769230769230771
2021-05-31,600426.SH,-5.758043553988879
2021-06-30,000661.SZ,-5.749981734492582
2021-06-30,600061.SH,-5.7447414739209
2021-09-30,000651.SZ,-5.717761557177614
2021-11-30,000651.SZ,-5.702592087312408
2021-03-31,600118.SH,-5.691823899371085
2021-11-30,600886.SH,-5.687203791469209
2021-05-31,600346.SH,-5.684447160886785
2021-09-30,600061.SH,-5.6806002143622525
2021-06-30,600522.SH,-5.660377358490553
2021-11-30,000786.SZ,-5.630311614730877
2021-10-29,600426.SH,-5.61797752808989
2021-06-30,001979.SZ,-5.603448275862077
2021-06-30,000768.SZ,-5.590734331465319
2021-06-30,300033.SZ,-5.544388609715245
2021-06-30,600029.SH,-5.494505494505497
2021-09-30,002024.SZ,-5.4924242424242316
2021-06-30,600010.SH,-5.487804878048774
2021-03-31,600763.SH,-5.471698113207546
2021-06-30,000858.SZ,-5.46775831429297
2021-02-26,000786.SZ,-5.454545454545457
2021-06-30,600111.SH,-5.452810758146864
2021-08-31,002252.SZ,-5.449591280653953
2021-05-31,600161.SH,-5.432372505543237
2021-10-29,600118.SH,-5.424616535727644
2021-10-29,000651.SZ,-5.419354838709678
2021-11-30,600426.SH,-5.405405405405417
2021-02-26,002032.SZ,-5.402010050251249
2021-06-30,000776.SZ,-5.3749999999999964
2021-03-31,600519.SH,-5.359952515098132
2021-10-29,000783.SZ,-5.35947712418301
2021-06-30,000100.SZ,-5.321782178217815
2021-11-30,002271.SZ,-5.317365269461072
2021-11-30,600845.SH,-5.299999999999994
2021-04-30,001979.SZ,-5.2974735126324335
2021-05-31,002044.SZ,-5.284552845528456
2021-03-31,600383.SH,-5.28391167192429
2021-11-30,600600.SH,-5.283851169927123
2021-08-31,601888.SH,-5.273858921161811
2021-11-30,000069.SZ,-5.271565495207675
2021-06-30,600276.SH,-5.2649272951804775
2021-04-30,600741.SH,-5.259339862169021
2021-09-30,600482.SH,-5.254942767950032
2021-04-30,000776.SZ,-5.23292916400766
2021-05-31,000002.SZ,-5.218317358892433
2021-07-30,600011.SH,-5.217939158427621
2021-09-30,002007.SZ,-5.198776758409784
2021-08-31,600436.SH,-5.177595628415288
2021-04-30,002008.SZ,-5.169971671388096
2021-05-31,000703.SZ,-5.163249810174642
2021-05-31,002311.SZ,-5.143884892086326
2021-07-30,600000.SH,-5.142271463366688
2021-11-30,601788.SH,-5.121470781352599
2021-06-30,600109.SH,-5.074283076030584
2021-06-30,000425.SZ,-5.067064083457518
2021-11-30,601238.SH,-5.034722222222232
2021-05-31,002027.SZ,-5.0092764378478645
2021-06-30,000538.SZ,-4.992192965880527
2021-03-31,002032.SZ,-4.980079681274896
2021-03-31,600848.SH,-4.974093264248703
2021-04-30,601998.SH,-4.954128440366967
2021-11-30,600028.SH,-4.941176470588237
2021-06-30,600176.SH,-4.904966278356837
2021-04-30,002236.SZ,-4.904742602351031
2021-09-30,000977.SZ,-4.901633877959322
2021-11-30,600585.SH,-4.88445378151261
2021-08-31,002271.SZ,-4.874213836477992
2021-06-30,002304.SZ,-4.866850321395799
2021-04-30,601668.SH,-4.816955684007707
2021-11-30,600000.SH,-4.809843400447422
2021-10-29,600362.SH,-4.783319705641875
2021-10-29,000703.SZ,-4.782608695652179
2021-06-30,600118.SH,-4.752604166666652
2021-04-30,600999.SH,-4.732824427480919
2021-10-29,600028.SH,-4.7085201793722
2021-06-30,600383.SH,-4.655493482309126
2021-07-30,600900.SH,-4.654736242868617
2021-07-30,600050.SH,-4.629629629629639
2021-11-30,600031.SH,-4.616724738675959
2021-02-26,600061.SH,-4.598597038191721
2021-03-31,001979.SZ,-4.587869362363928
2021-11-30,601872.SH,-4.585152838427953
2021-10-29,000596.SZ,-4.557269830622168
2021-02-26,002157.SZ,-4.498269896193774
2021-09-30,600837.SH,-4.484657749803311
2021-06-30,600030.SH,-4.4810417464572705
2021-09-30,600085.SH,-4.477611940298498
2021-05-31,002032.SZ,-4.465990440028356
2021-06-30,000066.SZ,-4.450261780104703
2021-04-30,000651.SZ,-4.449760765550259
2021-10-29,600809.SH,-4.437400950871639
2021-04-30,601088.SH,-4.4278606965174045
2021-10-29,600196.SH,-4.397705544933073
2021-04-30,600115.SH,-4.395604395604402
2021-11-30,000703.SZ,-4.383561643835609
2021-09-30,600118.SH,-4.364937388193201
2021-10-29,601766.SH,-4.347826086956519
2021-10-29,601919.SH,-4.340277777777779
2021-03-31,000568.SZ,-4.332298796819867
2021-02-26,600745.SH,-4.327196811539203
2021-06-30,000703.SZ,-4.32345876701361
2021-04-30,600011.SH,-4.3083900226757565
2021-03-31,000858.SZ,-4.292857142857143
2021-11-30,002230.SZ,-4.289259127968803
2021-04-30,600585.SH,-4.275673565013671
2021-09-30,002032.SZ,-4.263168682106988
2021-03-31,600299.SH,-4.261168384879721
2021-10-29,000728.SZ,-4.258064516129034
2021-05-31,002252.SZ,-4.255319148936154
2021-11-30,000157.SZ,-4.252400548696844
2021-07-30,601727.SH,-4.245283018867951
2021-07-30,601088.SH,-4.234348358495755
2021-09-30,600489.SH,-4.233409610983996
2021-03-31,601155.SH,-4.2198233562316005
2021-11-30,600346.SH,-4.219600725952799
2021-11-30,600837.SH,-4.210526315789476
2021-03-31,601607.SH,-4.201270151441127
2021-07-30,000338.SZ,-4.196978175713484
2021-02-26,000100.SZ,-4.190919674039573
2021-07-30,600795.SH,-4.184100514614187
2021-08-31,002027.SZ,-4.133333333333333
2021-08-31,000876.SZ,-4.1191936897458366
2021-11-30,600547.SH,-4.116465863453822
2021-11-30,601006.SH,-4.094488188976375
2021-07-30,601668.SH,-4.086021505376336
2021-03-31,600547.SH,-4.052228725799201
2021-03-31,601628.SH,-4.041013268998784
2021-06-30,601939.SH,-4.040404040404033
