,stock,tradeDate,rets,factor
3657,601799.XSHG,2011-11-30,0,0.466462422264665
3658,601808.XSHG,2011-11-30,0,0.4477149690622979
3660,601857.XSHG,2011-11-30,1,0.5129581202974824
3661,601877.XSHG,2011-11-30,1,0.35756196302620175
3662,601888.XSHG,2011-11-30,1,0.5056441744899878
3663,601898.XSHG,2011-11-30,1,0.5117987818074653
3664,601899.XSHG,2011-11-30,0,0.490154655326231
3666,601919.XSHG,2011-11-30,0,0.40263204836128397
3667,601933.XSHG,2011-11-30,1,0.4638053049809685
3670,601989.XSHG,2011-11-30,0,0.4211210092145117
3673,000002.XSHE,2011-12-30,1,0.44510424232095647
3674,000063.XSHE,2011-12-30,0,0.4497268452752398
3676,000069.XSHE,2011-12-30,1,0.479873625805674
3677,000100.XSHE,2011-12-30,1,0.42373047876013376
3678,000157.XSHE,2011-12-30,1,0.49199303971559166
3680,000338.XSHE,2011-12-30,1,0.43307679303223956
3681,000425.XSHE,2011-12-30,1,0.48860678132163826
3682,000538.XSHE,2011-12-30,0,0.5022427184287516
3683,000568.XSHE,2011-12-30,0,0.5244572471706789
3684,000596.XSHE,2011-12-30,0,0.5007026925697101
3685,000625.XSHE,2011-12-30,1,0.3743870419173047
3686,000651.XSHE,2011-12-30,1,0.45888750217125873
3687,000661.XSHE,2011-12-30,0,0.3943102884168214
3688,000703.XSHE,2011-12-30,1,0.44264390186565694
3689,000708.XSHE,2011-12-30,1,0.4231037687471557
3690,000725.XSHE,2011-12-30,1,0.40392880065193254
3694,000786.XSHE,2011-12-30,0,0.4100254392366235
3695,000800.XSHE,2011-12-30,1,0.37578346812529323
3696,000858.XSHE,2011-12-30,0,0.5945415084219874
3697,000876.XSHE,2011-12-30,1,0.4802681617135217
3698,000895.XSHE,2011-12-30,0,0.48116216348243834
3700,000963.XSHE,2011-12-30,0,0.5701567391647356
3702,002001.XSHE,2011-12-30,0,0.4249417416008368
3703,002007.XSHE,2011-12-30,0,0.4464190462455281
3704,002008.XSHE,2011-12-30,1,0.43771631107680925
3705,002024.XSHE,2011-12-30,1,0.42891286512585175
3707,002032.XSHE,2011-12-30,0,0.43330234669389556
3709,002049.XSHE,2011-12-30,0,0.4549658021121956
3710,002050.XSHE,2011-12-30,0,0.5054714967151637
3711,002064.XSHE,2011-12-30,1,0.3618150911460849
3712,002120.XSHE,2011-12-30,0,0.48502315529941653
3713,002129.XSHE,2011-12-30,1,0.41181745471708864
3715,002157.XSHE,2011-12-30,0,0.3961442015329019
3716,002179.XSHE,2011-12-30,0,0.4591555022142145
3717,002202.XSHE,2011-12-30,1,0.3676868120796916
3718,002230.XSHE,2011-12-30,0,0.528728532219747
3719,002236.XSHE,2011-12-30,0,0.4790412386468279
3720,002241.XSHE,2011-12-30,0,0.5545595521591767
3721,002252.XSHE,2011-12-30,0,0.43342252528041086
3722,002271.XSHE,2011-12-30,0,0.4548943942808834
3723,002304.XSHE,2011-12-30,0,0.4712857675166595
3724,002311.XSHE,2011-12-30,0,0.505904270784085
3725,002352.XSHE,2011-12-30,0,0.37114372606687196
3726,002371.XSHE,2011-12-30,1,0.47919532536682835
3727,002410.XSHE,2011-12-30,0,0.5167539097121545
3728,002414.XSHE,2011-12-30,0,0.43957946548236476
3729,002415.XSHE,2011-12-30,0,0.4938133185251754
3731,002460.XSHE,2011-12-30,1,0.3976774104780955
3732,002466.XSHE,2011-12-30,1,0.3335298557624985
3733,002475.XSHE,2011-12-30,0,0.5067412115074625
3734,002493.XSHE,2011-12-30,1,0.3468125151637728
3735,002555.XSHE,2011-12-30,0,0.3851886024311686
3736,002568.XSHE,2011-12-30,0,0.46819086348285366
3737,002594.XSHE,2011-12-30,1,0.4504963431185841
3738,002600.XSHE,2011-12-30,1,0.44055379117735327
3740,002602.XSHE,2011-12-30,0,0.3713118535228758
3741,002607.XSHE,2011-12-30,0,0.459514039659924
3743,300003.XSHE,2011-12-30,1,0.4266472060720444
3744,300014.XSHE,2011-12-30,0,0.4395545012435063
3745,300015.XSHE,2011-12-30,0,0.48999711710779054
3748,300122.XSHE,2011-12-30,0,0.4868644213698021
3749,300124.XSHE,2011-12-30,0,0.4797538243501234
3750,300142.XSHE,2011-12-30,0,0.42663103515723494
3751,300144.XSHE,2011-12-30,0,0.5103975433101691
3754,600009.XSHG,2011-12-30,1,0.49142192935524676
3755,600010.XSHG,2011-12-30,1,0.3783884242105882
3756,600011.XSHG,2011-12-30,1,0.5280300697510237
3759,600018.XSHG,2011-12-30,1,0.4442818229226482
3760,600019.XSHG,2011-12-30,1,0.45161666509081877
3761,600028.XSHG,2011-12-30,1,0.44546101321438347
3762,600029.XSHG,2011-12-30,1,0.46661540012550257
3764,600031.XSHG,2011-12-30,1,0.43857748854729245
3766,600048.XSHG,2011-12-30,1,0.3995864975761657
3767,600050.XSHG,2011-12-30,0,0.5422017781239407
3769,600079.XSHG,2011-12-30,0,0.4870090317090808
3770,600085.XSHG,2011-12-30,0,0.5097726889380716
3771,600104.XSHG,2011-12-30,1,0.42832076965039567
3773,600111.XSHG,2011-12-30,1,0.44031550725328805
3774,600115.XSHG,2011-12-30,1,0.41137040764624516
3776,600143.XSHG,2011-12-30,0,0.37672046927055625
3777,600150.XSHG,2011-12-30,1,0.38983791254120304
3778,600161.XSHG,2011-12-30,0,0.37357576338272536
3779,600176.XSHG,2011-12-30,1,0.3162364383392719
3780,600183.XSHG,2011-12-30,1,0.443131286892175
3781,600196.XSHG,2011-12-30,1,0.4163557388441761
3782,600276.XSHG,2011-12-30,0,0.4955530771044902
3783,600309.XSHG,2011-12-30,1,0.49268359102924897
3787,600362.XSHG,2011-12-30,1,0.4133011988588536
3788,600383.XSHG,2011-12-30,1,0.44584920906907394
3789,600406.XSHG,2011-12-30,0,0.4909621490179992
3790,600426.XSHG,2011-12-30,1,0.5099436504205886
3791,600436.XSHG,2011-12-30,0,0.5335721228843936
3792,600438.XSHG,2011-12-30,1,0.39999076632286445
3793,600489.XSHG,2011-12-30,1,0.43678635163963386
3794,600519.XSHG,2011-12-30,0,0.6690886719691244
3795,600547.XSHG,2011-12-30,1,0.4092364929474283
3796,600570.XSHG,2011-12-30,0,0.4339523372439272
3797,600584.XSHG,2011-12-30,1,0.35832875065682934
3798,600585.XSHG,2011-12-30,1,0.5122320586268468
3799,600588.XSHG,2011-12-30,0,0.49124887078958357
3800,600600.XSHG,2011-12-30,0,0.5039873920136732
3801,600606.XSHG,2011-12-30,1,0.46266164033938617
3802,600655.XSHG,2011-12-30,1,0.42981559189979374
3803,600660.XSHG,2011-12-30,1,0.453170178648217
3804,600690.XSHG,2011-12-30,1,0.3974518637543705
3805,600741.XSHG,2011-12-30,1,0.4195312053931312
3806,600745.XSHG,2011-12-30,1,0.39150310885990364
3808,600763.XSHG,2011-12-30,0,0.4503536712104459
3809,600795.XSHG,2011-12-30,0,0.451231625103865
3810,600809.XSHG,2011-12-30,0,0.5206475652815986
3812,600845.XSHG,2011-12-30,1,0.42435403908363406
3814,600872.XSHG,2011-12-30,1,0.3839570862732667
3815,600886.XSHG,2011-12-30,1,0.4168833849590819
3816,600887.XSHG,2011-12-30,0,0.6445611256591935
3817,600893.XSHG,2011-12-30,0,0.4926939965733695
3820,601006.XSHG,2011-12-30,1,0.4608209704103283
3822,601088.XSHG,2011-12-30,1,0.5090218415860902
3824,601111.XSHG,2011-12-30,1,0.4378750318019825
3827,601186.XSHG,2011-12-30,1,0.44867273894149895
3828,601216.XSHG,2011-12-30,0,0.46699108347435186
3835,601390.XSHG,2011-12-30,1,0.5277933030433493
3837,601600.XSHG,2011-12-30,1,0.3464685391299043
3839,601607.XSHG,2011-12-30,1,0.38621796238717665
3840,601618.XSHG,2011-12-30,1,0.4738273148555522
3843,601668.XSHG,2011-12-30,1,0.4948030226593175
3846,601766.XSHG,2011-12-30,1,0.44246902822737255
3848,601799.XSHG,2011-12-30,0,0.44188606428456123
3849,601808.XSHG,2011-12-30,1,0.4587719343141441
3851,601857.XSHG,2011-12-30,1,0.4988679781876917
3852,601877.XSHG,2011-12-30,1,0.4727838502105777
3853,601888.XSHG,2011-12-30,0,0.5445299064625574
3854,601898.XSHG,2011-12-30,1,0.5107176980539948
3855,601899.XSHG,2011-12-30,1,0.40610542313831066
3857,601919.XSHG,2011-12-30,1,0.45658403843240625
3858,601933.XSHG,2011-12-30,0,0.5354822319261602
3861,601989.XSHG,2011-12-30,1,0.46243865794935124
3864,000002.XSHE,2012-01-31,0,0.5354922090506712
3865,000063.XSHE,2012-01-31,1,0.47778646669555075
3867,000069.XSHE,2012-01-31,0,0.5225324813241874
3868,000100.XSHE,2012-01-31,1,0.4743033616803296
3869,000157.XSHE,2012-01-31,0,0.46521267976372543
3871,000338.XSHE,2012-01-31,0,0.48554544698251306
3872,000425.XSHE,2012-01-31,0,0.43156090997343477
3873,000538.XSHE,2012-01-31,0,0.4705349316041189
3874,000568.XSHE,2012-01-31,0,0.5355780943850486
3875,000596.XSHE,2012-01-31,1,0.375522214384519
3876,000625.XSHE,2012-01-31,1,0.45361928486292336
3877,000651.XSHE,2012-01-31,0,0.4197624145524012
3878,000661.XSHE,2012-01-31,1,0.27025033439841023
3879,000703.XSHE,2012-01-31,1,0.4976604490803641
3880,000708.XSHE,2012-01-31,1,0.4593096702457942
3882,000768.XSHE,2012-01-31,1,0.44270238725606115
3885,000786.XSHE,2012-01-31,1,0.4669825505944945
3886,000800.XSHE,2012-01-31,1,0.43606727473064827
3887,000858.XSHE,2012-01-31,1,0.5609229965649424
3888,000876.XSHE,2012-01-31,0,0.5150366904741484
3889,000895.XSHE,2012-01-31,0,0.4781188380476338
3891,000963.XSHE,2012-01-31,0,0.4891336666560322
3893,002001.XSHE,2012-01-31,1,0.3981992871646511
3894,002007.XSHE,2012-01-31,0,0.4096730119487637
3895,002008.XSHE,2012-01-31,1,0.46309082025373655
3896,002024.XSHE,2012-01-31,0,0.4746427231568548
3898,002032.XSHE,2012-01-31,1,0.4277462286259061
3899,002044.XSHE,2012-01-31,1,0.4894868115284592
3900,002049.XSHE,2012-01-31,1,0.5139864415852906
3901,002050.XSHE,2012-01-31,1,0.4999000155559054
3902,002064.XSHE,2012-01-31,1,0.3505130182338061
3903,002120.XSHE,2012-01-31,1,0.4894868115284592
3904,002129.XSHE,2012-01-31,1,0.3385255117162231
3906,002157.XSHE,2012-01-31,0,0.4022478640605761
3907,002179.XSHE,2012-01-31,1,0.46499573984972736
3908,002202.XSHE,2012-01-31,0,0.41271319580417043
3909,002230.XSHE,2012-01-31,1,0.4504193108914098
3910,002236.XSHE,2012-01-31,1,0.4637926608978358
3911,002241.XSHE,2012-01-31,1,0.5189903684592297
3912,002252.XSHE,2012-01-31,0,0.4175687225405003
3913,002271.XSHE,2012-01-31,0,0.4889938001492147
3914,002304.XSHE,2012-01-31,1,0.48057674491131985
3915,002311.XSHE,2012-01-31,1,0.5211930296422925
3917,002371.XSHE,2012-01-31,1,0.5030903845147952
3918,002410.XSHE,2012-01-31,1,0.500105885349506
3919,002414.XSHE,2012-01-31,1,0.44993391025000185
3920,002415.XSHE,2012-01-31,1,0.6043544737631634
3922,002460.XSHE,2012-01-31,0,0.4904287978690458
3923,002466.XSHE,2012-01-31,1,0.4804173370345438
3924,002475.XSHE,2012-01-31,1,0.47036335910374144
3925,002493.XSHE,2012-01-31,0,0.4088901162258216
3926,002555.XSHE,2012-01-31,0,0.4244074536494152
3927,002568.XSHE,2012-01-31,1,0.38787629354415887
3928,002594.XSHE,2012-01-31,1,0.506049010190653
3929,002600.XSHE,2012-01-31,1,0.4971892306576862
3932,002607.XSHE,2012-01-31,1,0.4775615091074391
3934,300003.XSHE,2012-01-31,0,0.3776203488132478
3936,300015.XSHE,2012-01-31,0,0.41946124230501214
3939,300122.XSHE,2012-01-31,1,0.4975285341965507
3940,300124.XSHE,2012-01-31,0,0.3784170562605464
3941,300142.XSHE,2012-01-31,1,0.4922215122169817
3942,300144.XSHE,2012-01-31,1,0.5187981913025069
3945,600009.XSHG,2012-01-31,0,0.5109459756069951
3946,600010.XSHG,2012-01-31,0,0.4490980186566392
3947,600011.XSHG,2012-01-31,0,0.4755504905351134
3950,600018.XSHG,2012-01-31,0,0.4147794061546996
3951,600019.XSHG,2012-01-31,0,0.5346060932829104
3952,600028.XSHG,2012-01-31,0,0.5777344755925072
3953,600029.XSHG,2012-01-31,0,0.4649143934347961
3955,600031.XSHG,2012-01-31,0,0.4969181258885378
3957,600048.XSHG,2012-01-31,0,0.5559289524896077
3958,600050.XSHG,2012-01-31,0,0.49903444112050016
3960,600079.XSHG,2012-01-31,0,0.4246359601502176
3961,600085.XSHG,2012-01-31,0,0.42349707044490015
3962,600104.XSHG,2012-01-31,0,0.5033588492247321
3964,600111.XSHG,2012-01-31,1,0.46591997050889544
3965,600115.XSHG,2012-01-31,0,0.48430736426246546
3966,600132.XSHG,2012-01-31,1,0.5724772561129601
3967,600143.XSHG,2012-01-31,0,0.5410993024958831
3968,600150.XSHG,2012-01-31,0,0.4193240214302157
3969,600161.XSHG,2012-01-31,1,0.47552434265512245
3970,600176.XSHG,2012-01-31,1,0.42525954596055615
3971,600183.XSHG,2012-01-31,0,0.4684827863039977
3973,600276.XSHG,2012-01-31,0,0.435336369551704
3977,600352.XSHG,2012-01-31,1,0.42313078229309686
3978,600362.XSHG,2012-01-31,0,0.4960809099494751
3979,600383.XSHG,2012-01-31,0,0.42184251888701013
3980,600406.XSHG,2012-01-31,1,0.47036922194189507
3981,600426.XSHG,2012-01-31,1,0.4894866007575526
3982,600436.XSHG,2012-01-31,0,0.513026648840429
3983,600438.XSHG,2012-01-31,1,0.5402564945102165
3984,600489.XSHG,2012-01-31,0,0.4387764438902414
3985,600519.XSHG,2012-01-31,0,0.53478543538848
3986,600547.XSHG,2012-01-31,0,0.4547678785311271
3987,600570.XSHG,2012-01-31,1,0.4545401986950046
3988,600584.XSHG,2012-01-31,1,0.4844770923648965
3989,600585.XSHG,2012-01-31,0,0.4575871546379328
3990,600588.XSHG,2012-01-31,1,0.4801393033676284
3991,600600.XSHG,2012-01-31,0,0.5180272368338534
3993,600655.XSHG,2012-01-31,0,0.4284300003081899
3994,600660.XSHG,2012-01-31,0,0.46278375586441406
3995,600690.XSHG,2012-01-31,1,0.44858338645473034
3996,600741.XSHG,2012-01-31,0,0.42657328867837835
3999,600763.XSHG,2012-01-31,1,0.47058773273852744
4000,600795.XSHG,2012-01-31,0,0.46755444554841963
4001,600809.XSHG,2012-01-31,1,0.42273670884073433
4006,600886.XSHG,2012-01-31,0,0.5149789230569108
4007,600887.XSHG,2012-01-31,1,0.5097385264032605
4008,600893.XSHG,2012-01-31,1,0.4021963482978502
4009,600900.XSHG,2012-01-31,0,0.5887990707418586
4011,601006.XSHG,2012-01-31,0,0.47591478567700846
4013,601088.XSHG,2012-01-31,0,0.5360399580294195
4015,601111.XSHG,2012-01-31,0,0.4746227122142264
4018,601186.XSHG,2012-01-31,0,0.4739652791090858
4019,601216.XSHG,2012-01-31,1,0.5065926644386562
4027,601390.XSHG,2012-01-31,0,0.5370209494324812
4029,601600.XSHG,2012-01-31,0,0.4635949954607159
4031,601607.XSHG,2012-01-31,0,0.4720231087002284
4032,601618.XSHG,2012-01-31,0,0.5025578294049282
4034,601633.XSHG,2012-01-31,1,0.5206929089736352
4035,601668.XSHG,2012-01-31,0,0.5094582012629122
4038,601766.XSHG,2012-01-31,0,0.47715539335570833
4040,601799.XSHG,2012-01-31,1,0.42259333627031553
4041,601808.XSHG,2012-01-31,0,0.5202268989038658
4043,601857.XSHG,2012-01-31,0,0.5175880128352263
4044,601877.XSHG,2012-01-31,1,0.46352288769600297
4045,601888.XSHG,2012-01-31,0,0.55917130365583
4046,601898.XSHG,2012-01-31,0,0.5307245617923435
4047,601899.XSHG,2012-01-31,0,0.5210800412774094
4049,601919.XSHG,2012-01-31,1,0.46151045097911003
4050,601933.XSHG,2012-01-31,0,0.5010426289193081
4053,601989.XSHG,2012-01-31,0,0.46853210686160424
4056,000002.XSHE,2012-02-29,1,0.5059024596079201
4057,000063.XSHE,2012-02-29,1,0.5020826194436693
4059,000069.XSHE,2012-02-29,1,0.4653117933497309
4060,000100.XSHE,2012-02-29,0,0.4883849736942158
4061,000157.XSHE,2012-02-29,0,0.45133245570553937
4063,000338.XSHE,2012-02-29,0,0.4605278198264028
4064,000425.XSHE,2012-02-29,0,0.44601635780897275
4065,000538.XSHE,2012-02-29,1,0.44557219112768387
4066,000568.XSHE,2012-02-29,1,0.5057261118373702
4067,000596.XSHE,2012-02-29,0,0.4700328499593781
4068,000625.XSHE,2012-02-29,0,0.48840465383096066
4069,000651.XSHE,2012-02-29,1,0.43908749106055756
4071,000703.XSHE,2012-02-29,1,0.47157771646879376
4072,000708.XSHE,2012-02-29,0,0.4793735877417711
4073,000725.XSHE,2012-02-29,0,0.4938724341348359
4074,000768.XSHE,2012-02-29,0,0.47340234272685905
4077,000786.XSHE,2012-02-29,1,0.49973701413363786
4078,000800.XSHE,2012-02-29,1,0.47099090050960707
4079,000858.XSHE,2012-02-29,0,0.5108901239607938
4080,000876.XSHE,2012-02-29,0,0.4341021794682458
4081,000895.XSHE,2012-02-29,1,0.524011752083754
4083,000963.XSHE,2012-02-29,1,0.519000520560179
4085,002001.XSHE,2012-02-29,0,0.42714778009027726
4086,002007.XSHE,2012-02-29,0,0.43879608416391536
4087,002008.XSHE,2012-02-29,0,0.49969695301634637
4088,002024.XSHE,2012-02-29,1,0.39525605235782385
4090,002032.XSHE,2012-02-29,1,0.4644212353612371
4091,002044.XSHE,2012-02-29,1,0.48143848435392383
4092,002049.XSHE,2012-02-29,0,0.48727918699800443
4093,002050.XSHE,2012-02-29,0,0.5344933856947569
4094,002064.XSHE,2012-02-29,1,0.41178026668665857
4095,002120.XSHE,2012-02-29,0,0.48143848435392383
4096,002129.XSHE,2012-02-29,1,0.5186103167611257
4098,002157.XSHE,2012-02-29,1,0.4424095128270208
4099,002179.XSHE,2012-02-29,0,0.44301840041650115
4100,002202.XSHE,2012-02-29,0,0.4223483999972049
4101,002230.XSHE,2012-02-29,0,0.48550921970494976
4102,002236.XSHE,2012-02-29,1,0.5014307637736621
4103,002241.XSHE,2012-02-29,1,0.5624997109267879
4104,002252.XSHE,2012-02-29,1,0.45144887747377005
4105,002271.XSHE,2012-02-29,0,0.5011807971921318
4106,002304.XSHE,2012-02-29,1,0.4873923798495955
4107,002311.XSHE,2012-02-29,1,0.5469340406289327
4109,002371.XSHE,2012-02-29,0,0.4844109506691972
4110,002410.XSHE,2012-02-29,1,0.5495992523462025
4111,002414.XSHE,2012-02-29,0,0.4784817942579076
4112,002415.XSHE,2012-02-29,1,0.5028009596010533
4114,002460.XSHE,2012-02-29,1,0.5098128898239673
4115,002466.XSHE,2012-02-29,0,0.4441968171429915
4116,002475.XSHE,2012-02-29,0,0.5156613221491169
4117,002493.XSHE,2012-02-29,0,0.42322594753076404
4118,002555.XSHE,2012-02-29,0,0.46162734552926726
4119,002568.XSHE,2012-02-29,0,0.5200593835295465
4120,002594.XSHE,2012-02-29,1,0.5749895931011748
4121,002600.XSHE,2012-02-29,0,0.45865728910895887
4124,002607.XSHE,2012-02-29,1,0.43282152082063036
4126,300003.XSHE,2012-02-29,0,0.4640739208400239
4128,300015.XSHE,2012-02-29,0,0.49779456261271876
4131,300122.XSHE,2012-02-29,0,0.5326244853095299
4132,300124.XSHE,2012-02-29,0,0.3658913989747653
4133,300142.XSHE,2012-02-29,0,0.5328695228932214
4134,300144.XSHE,2012-02-29,0,0.5519772594569367
4135,300274.XSHE,2012-02-29,0,0.42352651221041077
4137,600009.XSHG,2012-02-29,1,0.5359330760084154
4138,600010.XSHG,2012-02-29,1,0.39365281381558437
4139,600011.XSHG,2012-02-29,0,0.49474136266667607
4142,600018.XSHG,2012-02-29,1,0.4383306032369406
4143,600019.XSHG,2012-02-29,0,0.5370544095551031
4144,600028.XSHG,2012-02-29,1,0.50611551182669
4145,600029.XSHG,2012-02-29,0,0.4368096238241961
4147,600031.XSHG,2012-02-29,0,0.4720688949511307
4149,600048.XSHG,2012-02-29,1,0.5179527423853283
4150,600050.XSHG,2012-02-29,0,0.48941943098228974
4152,600079.XSHG,2012-02-29,1,0.41392631212151654
4153,600085.XSHG,2012-02-29,0,0.4300407641717046
4154,600104.XSHG,2012-02-29,1,0.48739561962164357
4156,600111.XSHG,2012-02-29,1,0.4989951406866725
4157,600115.XSHG,2012-02-29,0,0.4349219186040457
4159,600143.XSHG,2012-02-29,0,0.44028972764467916
4160,600150.XSHG,2012-02-29,1,0.4534017110213073
4161,600161.XSHG,2012-02-29,0,0.42096793548014877
4162,600176.XSHG,2012-02-29,0,0.45517289040038167
4163,600183.XSHG,2012-02-29,1,0.4933153257699039
4164,600196.XSHG,2012-02-29,1,0.5131162061368503
4165,600276.XSHG,2012-02-29,1,0.5226248701361933
4166,600309.XSHG,2012-02-29,0,0.5247553437146105
4169,600352.XSHG,2012-02-29,0,0.48309207105912094
4170,600362.XSHG,2012-02-29,0,0.44222202388069876
4171,600383.XSHG,2012-02-29,1,0.4492854302624832
4172,600406.XSHG,2012-02-29,0,0.46138800198970564
4173,600426.XSHG,2012-02-29,0,0.46733485776250105
4174,600436.XSHG,2012-02-29,1,0.5119075579474175
4175,600438.XSHG,2012-02-29,0,0.5415502121341852
4176,600489.XSHG,2012-02-29,0,0.4339470341066795
4177,600519.XSHG,2012-02-29,1,0.5235813505369693
4178,600547.XSHG,2012-02-29,0,0.4811183607442732
4179,600570.XSHG,2012-02-29,1,0.4617279976075659
4180,600584.XSHG,2012-02-29,0,0.5321009185187173
4181,600585.XSHG,2012-02-29,0,0.5112772641336801
4182,600588.XSHG,2012-02-29,1,0.5167447740239531
4183,600600.XSHG,2012-02-29,1,0.5065101945567173
4185,600655.XSHG,2012-02-29,0,0.39812212100668526
4186,600660.XSHG,2012-02-29,0,0.49186304829281846
4187,600690.XSHG,2012-02-29,1,0.4410917803084233
4188,600741.XSHG,2012-02-29,1,0.4614627670358608
4189,600745.XSHG,2012-02-29,1,0.4663791512354056
4191,600763.XSHG,2012-02-29,0,0.48489265395612674
4192,600795.XSHG,2012-02-29,0,0.43543958549040696
4193,600809.XSHG,2012-02-29,0,0.5189778546920211
4198,600886.XSHG,2012-02-29,1,0.4333326766016108
4199,600887.XSHG,2012-02-29,1,0.5074487730016007
4200,600893.XSHG,2012-02-29,0,0.498616098979483
4201,600900.XSHG,2012-02-29,1,0.49371995986492917
4203,601006.XSHG,2012-02-29,1,0.5126059253690196
4205,601088.XSHG,2012-02-29,0,0.5205184111071215
4207,601111.XSHG,2012-02-29,0,0.46400119969287373
4210,601186.XSHG,2012-02-29,0,0.42809889706341425
4211,601216.XSHG,2012-02-29,0,0.5046908871688232
4220,601390.XSHG,2012-02-29,0,0.5271722076540619
4222,601600.XSHG,2012-02-29,0,0.44153710981373573
4224,601607.XSHG,2012-02-29,0,0.4838448524060449
4225,601618.XSHG,2012-02-29,0,0.5302949608675209
4227,601633.XSHG,2012-02-29,0,0.4960649779195982
4228,601668.XSHG,2012-02-29,0,0.4737469539004832
4229,601669.XSHG,2012-02-29,0,0.4573371477490037
4231,601766.XSHG,2012-02-29,0,0.40454154212595334
4233,601799.XSHG,2012-02-29,0,0.4541448367236198
4235,601808.XSHG,2012-02-29,1,0.4767297197222775
4237,601857.XSHG,2012-02-29,0,0.4866124097840628
4238,601877.XSHG,2012-02-29,1,0.48648251210004745
4239,601888.XSHG,2012-02-29,1,0.4980585460291963
4240,601898.XSHG,2012-02-29,0,0.5119046459884153
4241,601899.XSHG,2012-02-29,0,0.4245252912973248
4243,601919.XSHG,2012-02-29,0,0.42650078958069626
4244,601933.XSHG,2012-02-29,1,0.5350607673832662
4247,601989.XSHG,2012-02-29,0,0.4580334997042649
4250,000002.XSHE,2012-03-30,1,0.5230227051702017
4251,000063.XSHE,2012-03-30,0,0.47161715570903273
4253,000069.XSHE,2012-03-30,1,0.5122711313501485
4254,000100.XSHE,2012-03-30,0,0.44600879677431543
4255,000157.XSHE,2012-03-30,1,0.4698401547606025
4257,000338.XSHE,2012-03-30,1,0.48472072409796857
4258,000425.XSHE,2012-03-30,1,0.4584823900329022
4259,000538.XSHE,2012-03-30,0,0.5493470502208523
4260,000568.XSHE,2012-03-30,1,0.47292203342812267
4261,000596.XSHE,2012-03-30,1,0.497434388037886
4262,000625.XSHE,2012-03-30,1,0.4209827673860013
4263,000651.XSHE,2012-03-30,1,0.401700587805954
4264,000661.XSHE,2012-03-30,1,0.41861154846090953
4265,000703.XSHE,2012-03-30,0,0.5140159072181644
4266,000708.XSHE,2012-03-30,0,0.3996585758856771
4267,000725.XSHE,2012-03-30,0,0.4774559710399523
4268,000768.XSHE,2012-03-30,1,0.3459132968642686
4271,000786.XSHE,2012-03-30,1,0.4329517256426294
4272,000800.XSHE,2012-03-30,0,0.4559749401568828
4273,000858.XSHE,2012-03-30,1,0.46156076799038714
4274,000876.XSHE,2012-03-30,0,0.4468364823780833
4277,000963.XSHE,2012-03-30,0,0.5492821416336344
4279,002001.XSHE,2012-03-30,0,0.4726201230300747
4280,002007.XSHE,2012-03-30,0,0.3480115468267747
4281,002008.XSHE,2012-03-30,0,0.4286928134545346
4282,002024.XSHE,2012-03-30,0,0.417829367683763
4284,002032.XSHE,2012-03-30,0,0.49913370068677076
4285,002044.XSHE,2012-03-30,0,0.4781112404292623
4286,002049.XSHE,2012-03-30,1,0.4158317047697433
4287,002050.XSHE,2012-03-30,0,0.48797990402285796
4288,002064.XSHE,2012-03-30,0,0.495065270453879
4289,002120.XSHE,2012-03-30,1,0.4781112404292623
4290,002129.XSHE,2012-03-30,0,0.49600019858510325
4292,002157.XSHE,2012-03-30,0,0.4591931806141747
4293,002179.XSHE,2012-03-30,1,0.44878596423280365
4294,002202.XSHE,2012-03-30,0,0.3929215801059994
4295,002230.XSHE,2012-03-30,0,0.4727013105423866
4296,002236.XSHE,2012-03-30,0,0.46981633469643647
4297,002241.XSHE,2012-03-30,0,0.4586564263306993
4298,002252.XSHE,2012-03-30,0,0.4360486510534897
4299,002271.XSHE,2012-03-30,1,0.4385423130320935
4300,002304.XSHE,2012-03-30,1,0.5040607943039799
4301,002311.XSHE,2012-03-30,1,0.5440360070544937
4303,002371.XSHE,2012-03-30,0,0.5085878798640646
4304,002410.XSHE,2012-03-30,0,0.5704371973299766
4305,002414.XSHE,2012-03-30,0,0.3638692407211992
4306,002415.XSHE,2012-03-30,1,0.449773440220115
4308,002460.XSHE,2012-03-30,1,0.45667215575633213
4309,002466.XSHE,2012-03-30,1,0.3996342884812234
4310,002475.XSHE,2012-03-30,0,0.48412507310851083
4311,002493.XSHE,2012-03-30,0,0.5052730927346974
4312,002555.XSHE,2012-03-30,0,0.47619348132798917
4313,002568.XSHE,2012-03-30,1,0.459720750694881
4314,002594.XSHE,2012-03-30,0,0.5152641709633702
4315,002600.XSHE,2012-03-30,0,0.5031709642971893
4318,002607.XSHE,2012-03-30,0,0.5334560112819936
4320,300003.XSHE,2012-03-30,1,0.47237345240366024
4322,300015.XSHE,2012-03-30,0,0.5080760585172502
4325,300122.XSHE,2012-03-30,1,0.48353551693175517
4326,300124.XSHE,2012-03-30,0,0.4185387297901199
4327,300142.XSHE,2012-03-30,0,0.4876299991415036
4328,300144.XSHE,2012-03-30,0,0.5031693426605414
4329,300274.XSHE,2012-03-30,0,0.37386871522413356
4331,600009.XSHG,2012-03-30,0,0.47443753530037774
4332,600010.XSHG,2012-03-30,0,0.423959791568186
4333,600011.XSHG,2012-03-30,0,0.42130432611872876
4336,600018.XSHG,2012-03-30,0,0.4867880657440712
4337,600019.XSHG,2012-03-30,0,0.5030532001796783
4338,600028.XSHG,2012-03-30,0,0.4637230083009453
