index,stock,tradeDate,return,class,factor
22508,603899.XSHG,28/12/2018,-0.00495868,0,0.7020449
22509,603939.XSHG,28/12/2018,0.04484412,1,0.99886465
22510,603986.XSHG,28/12/2018,0.08616816,1,0.84382015
22511,603993.XSHG,28/12/2018,0.0212766,1,0.9920827
22513,000002.XSHE,31/01/2019,0.00864865,0,0.99997425
22514,000063.XSHE,31/01/2019,0.48184983,1,0.99999917
22515,000066.XSHE,31/01/2019,0.29104478,1,1
22516,000069.XSHE,31/01/2019,0.08125,1,1
22517,000100.XSHE,31/01/2019,0.17454545,1,0.99999917
22518,000157.XSHE,31/01/2019,0.12903226,1,1
22520,000301.XSHE,31/01/2019,0.11111111,1,0.701153
22521,000333.XSHE,31/01/2019,0.09763382,1,0.99999905
22522,000338.XSHE,31/01/2019,0.08022599,1,0.99998975
22523,000425.XSHE,31/01/2019,0.20858896,1,1
22524,000538.XSHE,31/01/2019,0.09455809,1,0.9999993
22525,000568.XSHE,31/01/2019,0.20084368,1,1
22526,000596.XSHE,31/01/2019,0.2120268,1,1
22527,000625.XSHE,31/01/2019,0.13430851,1,1
22528,000651.XSHE,31/01/2019,0.0875677,1,1
22529,000661.XSHE,31/01/2019,0.21617259,1,1
22530,000703.XSHE,31/01/2019,0.07501933,1,0.9792971
22531,000708.XSHE,31/01/2019,0.18585005,1,1
22532,000725.XSHE,31/01/2019,0.58984375,1,1
22533,000768.XSHE,31/01/2019,0.16774658,1,1
22536,000786.XSHE,31/01/2019,0.1784127,1,1
22537,000800.XSHE,31/01/2019,0.25373134,1,1
22538,000858.XSHE,31/01/2019,0.18573798,1,1
22539,000876.XSHE,31/01/2019,0.33333333,1,1
22540,000895.XSHE,31/01/2019,-0.034,0,1
22541,000938.XSHE,31/01/2019,0.28851175,1,0.9999999
22542,000963.XSHE,31/01/2019,0.19487373,1,1
22543,000977.XSHE,31/01/2019,0.26961652,1,1
22544,001979.XSHE,31/01/2019,0.10015568,1,1
22545,002001.XSHE,31/01/2019,0.17463479,1,1
22546,002007.XSHE,31/01/2019,0.15174055,1,1
22547,002008.XSHE,31/01/2019,0.25974026,1,1
22548,002024.XSHE,31/01/2019,0.17579251,1,0.9999989
22549,002027.XSHE,31/01/2019,0.23897059,1,1
22550,002032.XSHE,31/01/2019,0.16059634,1,1
22551,002044.XSHE,31/01/2019,0.13442623,1,0.8022858
22553,002050.XSHE,31/01/2019,0.10993976,1,0.99999523
22554,002064.XSHE,31/01/2019,0.11111111,1,1
22555,002120.XSHE,31/01/2019,0.08429003,1,0.999998
22556,002129.XSHE,31/01/2019,0.1510107,1,0.99998426
22558,002157.XSHE,31/01/2019,0.76744186,1,1
22559,002179.XSHE,31/01/2019,0.16548194,1,1
22560,002202.XSHE,31/01/2019,0.07548638,1,0.99999976
22561,002230.XSHE,31/01/2019,0.30853793,1,1
22562,002236.XSHE,31/01/2019,0.28074434,1,1
22563,002241.XSHE,31/01/2019,0.33936652,1,1
22565,002271.XSHE,31/01/2019,0.19009288,1,1
22566,002304.XSHE,31/01/2019,0.17513228,1,1
22567,002311.XSHE,31/01/2019,0.10120783,1,0.9999987
22568,002352.XSHE,31/01/2019,0.21263791,1,1
22569,002371.XSHE,31/01/2019,0.12965396,1,0.9996785
22570,002410.XSHE,31/01/2019,0.09408381,1,1
22571,002414.XSHE,31/01/2019,0.2553597,1,0.9974247
22572,002415.XSHE,31/01/2019,0.14885115,1,1
22574,002460.XSHE,31/01/2019,0.38477366,1,1
22575,002466.XSHE,31/01/2019,0.3795539,1,1
22576,002475.XSHE,31/01/2019,0.28100183,1,1
22577,002493.XSHE,31/01/2019,0.06558935,1,1
22578,002555.XSHE,31/01/2019,0.27861163,1,1
22579,002568.XSHE,31/01/2019,0.44716352,1,0.9999993
22580,002594.XSHE,31/01/2019,0.17427833,1,0.9999999
22582,002601.XSHE,31/01/2019,0.17010735,1,1
22583,002602.XSHE,31/01/2019,0.06357478,1,0.5496083
22584,002607.XSHE,31/01/2019,0.49509804,1,1
22585,002624.XSHE,31/01/2019,0.17165354,1,0.9999999
22586,002709.XSHE,31/01/2019,0.2996063,1,1
22587,002714.XSHE,31/01/2019,0.29638205,1,1
22590,002812.XSHE,31/01/2019,0.20741699,1,1
22591,002821.XSHE,31/01/2019,0.18732394,1,1
22592,002841.XSHE,31/01/2019,0.11147434,1,1
22593,002916.XSHE,31/01/2019,0.23493655,1,1
22594,002938.XSHE,31/01/2019,0.44856459,1,1
22595,300003.XSHE,31/01/2019,0.2699115,1,1
22596,300014.XSHE,31/01/2019,0.17871602,1,1
22597,300015.XSHE,31/01/2019,0.18446244,1,0.9999374
22599,300059.XSHE,31/01/2019,0.52292152,1,0.9999995
22600,300122.XSHE,31/01/2019,0.29562682,1,1
22601,300124.XSHE,31/01/2019,0.1953017,1,0.9999999
22602,300142.XSHE,31/01/2019,0.14192496,1,0.9999807
22603,300144.XSHE,31/01/2019,0.0848329,1,0.99994314
22604,300274.XSHE,31/01/2019,0.0280543,0,0.93429315
22605,300316.XSHE,31/01/2019,0.29787234,1,0.99999976
22606,300347.XSHE,31/01/2019,0.29310345,1,1
22607,300408.XSHE,31/01/2019,0.17773788,1,0.99986994
22608,300413.XSHE,31/01/2019,0.26832298,1,1
22609,300433.XSHE,31/01/2019,0.45797599,1,1
22610,300450.XSHE,31/01/2019,0.08766667,1,1
22611,300498.XSHE,31/01/2019,0.14034458,1,0.9999875
22612,300529.XSHE,31/01/2019,0.20408163,1,0.999995
22613,300558.XSHE,31/01/2019,0.36810631,1,0.99999964
22614,300595.XSHE,31/01/2019,0.25730218,1,0.9999989
22615,300601.XSHE,31/01/2019,0.48421426,1,1
22616,300628.XSHE,31/01/2019,0.1575387,1,1
22617,300676.XSHE,31/01/2019,0.40028016,1,1
22619,300750.XSHE,31/01/2019,0.15212822,1,1
22621,300760.XSHE,31/01/2019,0.19272932,1,1
22623,600009.XSHG,31/01/2019,0.16146045,1,1
22625,600011.XSHG,31/01/2019,0.07320872,1,0.54330593
22628,600018.XSHG,31/01/2019,0.11173184,1,0.9999831
22629,600019.XSHG,31/01/2019,0.06990014,1,0.9999975
22630,600025.XSHG,31/01/2019,0.09375,1,0.99999976
22631,600028.XSHG,31/01/2019,0.04886562,1,0.5319764
22632,600029.XSHG,31/01/2019,0.17275281,1,0.9999999
22634,600031.XSHG,31/01/2019,0.13925439,1,1
22636,600048.XSHG,31/01/2019,0.02562112,0,0.9869856
22637,600050.XSHG,31/01/2019,0.21092279,1,0.9999819
22639,600079.XSHG,31/01/2019,0.17577706,1,1
22640,600085.XSHG,31/01/2019,0.10841547,1,0.9999999
22641,600104.XSHG,31/01/2019,0.06466165,1,0.8996283
22643,600111.XSHG,31/01/2019,0.24678363,1,1
22644,600115.XSHG,31/01/2019,0.1610338,1,1
22645,600132.XSHG,31/01/2019,0.09180328,1,0.99997544
22646,600143.XSHG,31/01/2019,0.15065502,1,0.99999857
22647,600150.XSHG,31/01/2019,0.19854722,1,1
22648,600161.XSHG,31/01/2019,0.1440806,1,0.9999994
22649,600176.XSHG,31/01/2019,0.10372608,1,1
22650,600183.XSHG,31/01/2019,0.15044248,1,1
22651,600196.XSHG,31/01/2019,0.2389152,1,1
22652,600276.XSHG,31/01/2019,0.21761219,1,1
22653,600309.XSHG,31/01/2019,0.24984709,1,1
22654,600332.XSHG,31/01/2019,0.12328358,1,0.9999881
22655,600346.XSHG,31/01/2019,0.16640625,1,1
22656,600352.XSHG,31/01/2019,0.09586276,1,0.9999912
22657,600362.XSHG,31/01/2019,0.17181613,1,1
22658,600383.XSHG,31/01/2019,0.03193431,0,0.6639304
22659,600406.XSHG,31/01/2019,-0.03498695,0,1
22660,600426.XSHG,31/01/2019,0.15153971,1,0.9998672
22661,600436.XSHG,31/01/2019,0.19857434,1,1
22662,600438.XSHG,31/01/2019,0.15984405,1,1
22663,600489.XSHG,31/01/2019,0.09583859,1,1
22664,600519.XSHG,31/01/2019,0.09485209,1,0.9999989
22665,600547.XSHG,31/01/2019,0.06258149,1,0.9025775
22666,600570.XSHG,31/01/2019,0.38576239,1,0.99999034
22667,600584.XSHG,31/01/2019,0.53430821,1,1
22668,600585.XSHG,31/01/2019,0.09177702,1,0.9999956
22669,600588.XSHG,31/01/2019,0.26484018,1,1
22670,600600.XSHG,31/01/2019,0.01457726,0,0.99252146
22671,600606.XSHG,31/01/2019,0.08580343,1,0.8599551
22672,600655.XSHG,31/01/2019,0.10966057,1,1
22673,600660.XSHG,31/01/2019,0.04256234,1,1
22674,600690.XSHG,31/01/2019,0.03,1,0.70837706
22675,600741.XSHG,31/01/2019,0.02671945,0,0.9999292
22676,600745.XSHG,31/01/2019,0.41139241,1,0.9999999
22677,600760.XSHG,31/01/2019,0.14280868,1,1
22678,600763.XSHG,31/01/2019,0.14549699,1,0.9999951
22679,600795.XSHG,31/01/2019,0.10416667,1,0.99999905
22680,600809.XSHG,31/01/2019,0.24161242,1,1
22682,600845.XSHG,31/01/2019,0.13253968,1,1
22684,600872.XSHG,31/01/2019,0.07525138,1,1
22685,600886.XSHG,31/01/2019,-0.00615006,0,1
22686,600887.XSHG,31/01/2019,0.11827957,1,0.9999995
22687,600893.XSHG,31/01/2019,0.14727273,1,1
22688,600900.XSHG,31/01/2019,-0.00791236,0,0.9999831
22693,601006.XSHG,31/01/2019,0.04444444,1,0.9942427
22695,601012.XSHG,31/01/2019,0.22182146,1,0.9999999
22696,601021.XSHG,31/01/2019,0.09900374,1,0.7256843
22698,601088.XSHG,31/01/2019,0.03076147,0,0.61637527
22699,601100.XSHG,31/01/2019,0.18349016,1,1
22701,601111.XSHG,31/01/2019,0.20341048,1,1
22702,601138.XSHG,31/01/2019,0.31217391,1,1
22703,601155.XSHG,31/01/2019,0.15269257,1,1
22707,601186.XSHG,31/01/2019,0.12983152,1,1
22710,601225.XSHG,31/01/2019,0.06057007,1,0.73981476
22712,601231.XSHG,31/01/2019,0.34029228,1,1
22713,601238.XSHG,31/01/2019,0.15518914,1,1
22719,601360.XSHG,31/01/2019,0.32926209,1,0.99999964
22721,601390.XSHG,31/01/2019,0.10014948,1,0.9999999
22723,601600.XSHG,31/01/2019,0.20679887,1,1
22725,601607.XSHG,31/01/2019,0.14409938,1,1
22726,601618.XSHG,31/01/2019,0.19178082,1,1
22728,601633.XSHG,31/01/2019,0.19242424,1,1
22729,601668.XSHG,31/01/2019,0.00490196,0,1
22730,601669.XSHG,31/01/2019,0.126,1,0.9999466
22732,601766.XSHG,31/01/2019,0.10772834,1,1
22734,601799.XSHG,31/01/2019,0.10005784,1,1
22735,601800.XSHG,31/01/2019,0.16180621,1,1
22736,601808.XSHG,31/01/2019,0.1497076,1,1
22739,601857.XSHG,31/01/2019,0.06967213,1,0.99997234
22741,601877.XSHG,31/01/2019,-0.01251956,0,0.9999871
22744,601888.XSHG,31/01/2019,0.1706422,1,0.9999994
22745,601898.XSHG,31/01/2019,0.11496746,1,0.9999912
22746,601899.XSHG,31/01/2019,0.20134228,1,1
22748,601919.XSHG,31/01/2019,0.19285714,1,1
22749,601933.XSHG,31/01/2019,0.07320099,1,0.994772
22751,601966.XSHG,31/01/2019,0.10566298,1,0.9999981
22752,601985.XSHG,31/01/2019,0.11131725,1,0.99999905
22754,601989.XSHG,31/01/2019,0.21162791,1,0.905331
22757,603019.XSHG,31/01/2019,0.21151832,1,0.9999999
22758,603160.XSHG,31/01/2019,0.18106427,1,1
22759,603233.XSHG,31/01/2019,0.13918463,1,1
22760,603259.XSHG,31/01/2019,0.18999073,1,1
22761,603260.XSHG,31/01/2019,0.21384452,1,1
22762,603288.XSHG,31/01/2019,0.06058091,1,0.5678436
22763,603338.XSHG,31/01/2019,0.09920761,1,0.99993527
22764,603369.XSHG,31/01/2019,0.19631549,1,0.9999999
22765,603486.XSHG,31/01/2019,0.20188195,1,1
22766,603501.XSHG,31/01/2019,0.39427157,1,1
22767,603517.XSHG,31/01/2019,0.10380623,1,0.6082845
22768,603658.XSHG,31/01/2019,0.1763539,1,1
22769,603659.XSHG,31/01/2019,0.08309829,1,0.9999999
22770,603799.XSHG,31/01/2019,0.45933562,1,1
22771,603806.XSHG,31/01/2019,0.11624791,1,1
22772,603833.XSHG,31/01/2019,0.04537367,0,0.631796
22773,603882.XSHG,31/01/2019,0.23732828,1,1
22774,603899.XSHG,31/01/2019,0.01827243,1,0.7367502
22775,603939.XSHG,31/01/2019,0.26853339,1,0.9999987
22776,603986.XSHG,31/01/2019,0.35913724,1,0.9999999
22777,603993.XSHG,31/01/2019,0.23958333,1,1
22779,000002.XSHE,28/02/2019,0.09753483,1,0.99959725
22780,000063.XSHE,28/02/2019,-0.02013423,0,1
22781,000069.XSHE,28/02/2019,0.11271676,1,0.9999999
22782,000100.XSHE,28/02/2019,0.25696594,1,1
22783,000157.XSHE,28/02/2019,0.06666667,1,1
22784,000338.XSHE,28/02/2019,0.23953975,1,1
22785,000425.XSHE,28/02/2019,0.11675127,1,1
22787,000568.XSHE,28/02/2019,0.29937549,1,1
22788,000625.XSHE,28/02/2019,-0.02930832,0,1
22789,000651.XSHE,28/02/2019,0.05379464,1,0.99997985
22790,000725.XSHE,28/02/2019,-0.04176904,0,1
22791,000768.XSHE,28/02/2019,0.05117139,1,0.66908866
22794,000858.XSHE,28/02/2019,0.32867133,1,1
22795,000876.XSHE,28/02/2019,0.25471698,1,0.9999999
22796,000895.XSHE,28/02/2019,0.07039337,1,1
22797,002007.XSHE,28/02/2019,0.16249031,1,1
22798,002024.XSHE,28/02/2019,0.0253268,0,0.99999857
22800,002202.XSHE,28/02/2019,0.1557998,1,0.9999995
22801,002241.XSHE,28/02/2019,0.18243243,1,1
22802,002304.XSHE,28/02/2019,0.17442593,1,1
22803,002415.XSHE,28/02/2019,0.01652174,1,0.9610613
22804,002594.XSHE,28/02/2019,-0.01871216,0,0.9998696
22806,600009.XSHG,28/02/2019,0.08539993,1,0.9999989
22810,600019.XSHG,28/02/2019,-0.036,0,0.92745996
22811,600028.XSHG,28/02/2019,-0.04492512,0,1
22812,600029.XSHG,28/02/2019,0.0239521,1,0.99231166
22814,600031.XSHG,28/02/2019,0.23002887,1,1
22816,600048.XSHG,28/02/2019,0.07797123,1,0.92243284
22817,600050.XSHG,28/02/2019,0.05598756,1,0.75447583
22818,600085.XSHG,28/02/2019,0.02359781,0,0.8601723
22819,600104.XSHG,28/02/2019,-0.07944915,0,1
22822,600115.XSHG,28/02/2019,0.18835616,1,0.99999845
22823,600196.XSHG,28/02/2019,0.03474635,0,0.60653955
22824,600276.XSHG,28/02/2019,0.09514879,1,1
22825,600309.XSHG,28/02/2019,0.11402006,1,1
22826,600352.XSHG,28/02/2019,0.58379374,1,1
22827,600362.XSHG,28/02/2019,0.00321543,0,0.9727331
22828,600383.XSHG,28/02/2019,0.21573828,1,0.9999995
22829,600406.XSHG,28/02/2019,0.14231602,1,1
22830,600489.XSHG,28/02/2019,-0.01611047,0,0.95122266
22831,600519.XSHG,28/02/2019,0.1310976,1,0.9999988
22832,600547.XSHG,28/02/2019,-0.04662577,0,0.9998796
22833,600585.XSHG,28/02/2019,0.07700987,1,0.9997187
22834,600588.XSHG,28/02/2019,0.11256974,1,0.9999975
22835,600660.XSHG,28/02/2019,0.00329897,0,0.9446234
22836,600690.XSHG,28/02/2019,0.03822816,1,0.64653397
22837,600741.XSHG,28/02/2019,-0.01783133,0,1
22838,600795.XSHG,28/02/2019,0.01132075,0,1
22840,600887.XSHG,28/02/2019,0.07655325,1,0.99996996
22841,600893.XSHG,28/02/2019,0.0459588,1,0.9999987
22842,600900.XSHG,28/02/2019,0.03496933,1,0.9999846
22844,601006.XSHG,28/02/2019,-0.06606943,0,1
22846,601088.XSHG,28/02/2019,-0.04060665,0,1
22847,601111.XSHG,28/02/2019,0.09716599,1,0.9999982
22850,601186.XSHG,28/02/2019,0.00964912,0,0.64983606
22856,601390.XSHG,28/02/2019,-0.01222826,0,1
22858,601600.XSHG,28/02/2019,-0.01643192,0,0.99999917
22860,601607.XSHG,28/02/2019,0.12269273,1,0.99998903
22861,601618.XSHG,28/02/2019,0.01149425,0,1
22863,601633.XSHG,28/02/2019,-0.00508259,0,0.9998884
22864,601668.XSHG,28/02/2019,-0.00487805,0,1
22865,601669.XSHG,28/02/2019,0.02486679,0,0.9999962
22867,601766.XSHG,28/02/2019,-0.03805497,0,1
22869,601857.XSHG,28/02/2019,-0.0293742,0,0.5076183
22870,601888.XSHG,28/02/2019,0.0984326,1,0.9999999
22871,601899.XSHG,28/02/2019,-0.01955307,0,0.99999785
22873,601933.XSHG,28/02/2019,-0.00115607,0,0.99276334
22876,601989.XSHG,28/02/2019,0.12092131,0,0.84890205
22879,000333.XSHE,28/02/2019,0.0198828,0,0.7202204
22880,000596.XSHE,28/02/2019,0.38174807,1,0.9999999
22882,000703.XSHE,28/02/2019,0.1028777,1,0.9999267
22883,000786.XSHE,28/02/2019,0.0856681,1,0.77136606
22884,000938.XSHE,28/02/2019,0.10410334,1,0.9999995
22885,000963.XSHE,28/02/2019,0.02933754,0,0.9999416
22886,001979.XSHE,28/02/2019,0.08679245,1,0.9999995
22887,002001.XSHE,28/02/2019,0.044658,0,0.99999905
22888,002008.XSHE,28/02/2019,0.06110133,1,0.99999833
22889,002027.XSHE,28/02/2019,-0.06973294,0,1
22890,002032.XSHE,28/02/2019,0.22,1,0.99999666
22891,002044.XSHE,28/02/2019,0.07456647,0,0.99988604
22892,002050.XSHE,28/02/2019,0.06309362,1,0.98847276
22893,002120.XSHE,28/02/2019,0.07690164,1,0.9999988
22894,002179.XSHE,28/02/2019,-0.00853867,0,1
22895,002230.XSHE,28/02/2019,0.01624195,0,0.9999995
22896,002236.XSHE,28/02/2019,0.037271,0,0.5863387
22898,002271.XSHE,28/02/2019,0.0962539,1,0.99999976
22899,002311.XSHE,28/02/2019,0.06656581,1,0.9985941
22900,002352.XSHE,28/02/2019,0.00964985,0,1
22901,002410.XSHE,28/02/2019,0.11941419,1,0.9999906
22902,002460.XSHE,28/02/2019,0.02488856,0,0.9939612
22903,002475.XSHE,28/02/2019,0.18264187,1,0.99999976
22904,002493.XSHE,28/02/2019,0.12488849,1,1
22905,002555.XSHE,28/02/2019,0.01980924,1,0.738304
22906,002601.XSHE,28/02/2019,0.13761468,1,1
22907,002602.XSHE,28/02/2019,-0.04311612,0,1
22908,002607.XSHE,28/02/2019,0.0557377,1,1
22909,002624.XSHE,28/02/2019,0.07258065,0,0.8562418
22910,002714.XSHE,28/02/2019,0.41348515,1,0.9999999
22912,002841.XSHE,28/02/2019,0.16617647,1,1
22913,002916.XSHE,28/02/2019,0.07435233,1,0.9241108
22914,002938.XSHE,28/02/2019,0.10404624,1,1
22915,300003.XSHE,28/02/2019,0.02593883,1,0.54541653
22916,300015.XSHE,28/02/2019,0.0568853,1,0.9070424
22918,300059.XSHE,28/02/2019,-0.01122449,0,0.5673412
22919,300122.XSHE,28/02/2019,0.14986499,1,0.9999999
22920,300124.XSHE,28/02/2019,0.01078998,0,1
22921,300142.XSHE,28/02/2019,0.21428571,1,0.99999905
22922,300144.XSHE,28/02/2019,0.09952607,1,0.9999776
22923,300347.XSHE,28/02/2019,0.17866667,1,1
22924,300408.XSHE,28/02/2019,0.05386179,0,0.98078257
22925,300413.XSHE,28/02/2019,0.08472086,1,0.9999999
22926,300433.XSHE,28/02/2019,0.01058824,1,0.64679
22927,300498.XSHE,28/02/2019,0.27793516,1,0.99999964
22928,600011.XSHG,28/02/2019,-0.0478955,0,1
22929,600018.XSHG,28/02/2019,0.21775544,1,0.9999988
22930,600025.XSHG,28/02/2019,0.17142857,1,1
22932,600176.XSHG,28/02/2019,-0.02372263,0,1
22933,600183.XSHG,28/02/2019,0.13162393,1,0.9999999
22934,600332.XSHG,28/02/2019,0.03640712,0,0.99992836
22935,600346.XSHG,28/02/2019,0.23911587,1,0.99999964
22936,600436.XSHG,28/02/2019,0.08467856,1,0.99933016
22937,600438.XSHG,28/02/2019,0.02184874,0,0.9994067
22938,600570.XSHG,28/02/2019,0.01307416,1,0.9196833
22939,600606.XSHG,28/02/2019,0.08333333,1,0.54193884
22940,600655.XSHG,28/02/2019,0.12588235,1,0.9999999
22941,600760.XSHG,28/02/2019,-0.02760463,0,1
22942,600809.XSHG,28/02/2019,0.21939907,1,0.9999995
22943,600886.XSHG,28/02/2019,0.02722772,0,0.9671262
22947,601012.XSHG,28/02/2019,-0.03690037,0,0.99097437
22948,601021.XSHG,28/02/2019,0.15014164,1,0.9981748
22951,601138.XSHG,28/02/2019,-0.02253148,0,0.99999285
22952,601155.XSHG,28/02/2019,0.33500887,1,0.9999999
22956,601225.XSHG,28/02/2019,-0.00223964,0,0.99999976
22958,601238.XSHG,28/02/2019,-0.0193115,0,1
22960,601360.XSHG,28/02/2019,-0.01148545,1,0.7144862
22962,601800.XSHG,28/02/2019,0.01295547,0,0.8992907
22963,601808.XSHG,28/02/2019,0.03662258,0,0.799326
22965,601877.XSHG,28/02/2019,0.06180666,1,0.99995613
22968,601919.XSHG,28/02/2019,0.05389222,1,0.9996977
22969,601985.XSHG,28/02/2019,0.01001669,0,1
22970,603019.XSHG,28/02/2019,0.30250648,1,0.99999964
22971,603160.XSHG,28/02/2019,0.21474547,1,1
22972,603259.XSHG,28/02/2019,0.04383623,0,0.9997893
22973,603288.XSHG,28/02/2019,0.13067293,1,0.9999926
22974,603799.XSHG,28/02/2019,-0.01909995,0,0.5373654
22975,603833.XSHG,28/02/2019,0.29148936,1,1
22976,603986.XSHG,28/02/2019,0.10423913,1,1
22977,603993.XSHG,28/02/2019,-0.0210084,0,1
22978,000066.XSHE,28/02/2019,0.52745665,1,0.9999995
22979,000301.XSHE,28/02/2019,0.11111111,1,0.99633634
22980,000708.XSHE,28/02/2019,0.11041852,1,1
22981,000800.XSHE,28/02/2019,0.0047619,1,0.83578295
22982,000977.XSHE,28/02/2019,0.16171004,1,0.9999999
22984,002064.XSHE,28/02/2019,0.08,1,1
22985,002129.XSHE,28/02/2019,0.02479339,0,0.58454025
22986,002157.XSHE,28/02/2019,0.42894737,1,1
22987,002371.XSHE,28/02/2019,0.36661497,1,1
22988,002414.XSHE,28/02/2019,0.02504744,0,0.99999034
22990,002466.XSHE,28/02/2019,-0.05254648,0,0.9999999
22991,002568.XSHE,28/02/2019,0.12913144,1,0.9740471
22993,002709.XSHE,28/02/2019,-0.05634656,0,0.9999995
22995,002812.XSHE,28/02/2019,0.08571429,1,0.999995
22996,002821.XSHE,28/02/2019,0.09181495,1,1
22997,300014.XSHE,28/02/2019,0.19627085,1,1
22998,300274.XSHE,28/02/2019,-0.03257042,0,0.9999949
22999,300316.XSHE,28/02/2019,0.0685544,1,0.9999535
23000,300450.XSHE,28/02/2019,0.1397487,1,0.99999475
23001,300529.XSHE,28/02/2019,0.30215526,1,0.99999905
23002,300558.XSHE,28/02/2019,0.09179213,1,0.77984554
23003,300595.XSHE,28/02/2019,0.23062302,1,0.9999933
23004,300601.XSHE,28/02/2019,0.35516252,1,1
23005,300628.XSHE,28/02/2019,0.09575185,1,1
23006,300676.XSHE,28/02/2019,-0.05677129,0,1
23008,300750.XSHE,28/02/2019,-0.03078677,0,1
23010,300760.XSHE,28/02/2019,0.05498822,1,0.90690887
23011,600079.XSHG,28/02/2019,0.04102097,1,0.7458734
23012,600132.XSHG,28/02/2019,0.06006006,1,0.99999905
23013,600143.XSHG,28/02/2019,0.0455408,1,0.7831095
23014,600150.XSHG,28/02/2019,0.36700337,1,1
23015,600161.XSHG,28/02/2019,0.10523998,1,0.9997451
23016,600426.XSHG,28/02/2019,0.07600281,1,0.5043568
23017,600584.XSHG,28/02/2019,0.03445748,0,0.75395393
23018,600600.XSHG,28/02/2019,0.12774295,1,0.99999714
23019,600745.XSHG,28/02/2019,0.03725423,0,0.76578623
23020,600763.XSHG,28/02/2019,0.19714722,1,0.9999896
23021,600845.XSHG,28/02/2019,0.15066573,1,1
23023,600872.XSHG,28/02/2019,0.10346908,1,1
23024,601100.XSHG,28/02/2019,0.17636429,1,1
23025,601231.XSHG,28/02/2019,0.19937695,1,0.9999999
23026,601799.XSHG,28/02/2019,0.05327725,1,0.9999926
23028,601898.XSHG,28/02/2019,-0.00389105,0,0.9999988
23029,601966.XSHG,28/02/2019,0.11118051,1,0.99984264
23031,603233.XSHG,28/02/2019,0.12833371,1,1
23032,603260.XSHG,28/02/2019,0.06860853,1,1
23033,603338.XSHG,28/02/2019,0.19607843,1,1
23034,603369.XSHG,28/02/2019,0.38113571,1,1
23035,603486.XSHG,28/02/2019,0.08398577,0,0.7567226
23036,603501.XSHG,28/02/2019,0.25259954,1,0.9999989
23037,603517.XSHG,28/02/2019,0.18688208,1,0.9999999
23038,603658.XSHG,28/02/2019,0.1222597,1,1
23039,603659.XSHG,28/02/2019,0.08173077,1,0.9999999
23040,603806.XSHG,28/02/2019,-0.00960384,0,1
23041,603882.XSHG,28/02/2019,0.17840735,1,0.99999976
23042,603899.XSHG,28/02/2019,0.20717781,1,1
23043,603939.XSHG,28/02/2019,0.04975574,1,0.9999784
23045,000002.XSHE,29/03/2019,-0.05989583,0,1
23046,000063.XSHE,29/03/2019,0.1010274,1,0.9999957
23047,000069.XSHE,29/03/2019,0.03246753,1,0.7095684
23048,000100.XSHE,29/03/2019,-0.09285587,0,1
23049,000157.XSHE,29/03/2019,0.10491071,1,0.9999994
23050,000338.XSHE,29/03/2019,0.04219409,1,0.9999701
23051,000425.XSHE,29/03/2019,0.04090909,1,0.85271055
23052,000538.XSHE,29/03/2019,0.03508772,0,0.991598
23053,000568.XSHE,29/03/2019,0.16972064,1,1
23054,000625.XSHE,29/03/2019,0.0326087,1,0.99999845
23055,000651.XSHE,29/03/2019,0.17729295,1,1
23056,000725.XSHE,29/03/2019,-0.07692308,0,1
23057,000768.XSHE,29/03/2019,-0.06627566,0,1
23060,000858.XSHE,29/03/2019,0.07747368,1,0.9964083
23061,000876.XSHE,29/03/2019,0.30150376,1,0.9999999
23062,000895.XSHE,29/03/2019,0.09919604,1,1
23063,002007.XSHE,29/03/2019,-0.052,0,1
23064,002024.XSHE,29/03/2019,0.00557769,0,1
23066,002202.XSHE,29/03/2019,-0.20549828,0,1
23067,002241.XSHE,29/03/2019,0.0152381,1,0.51468736
23068,002304.XSHE,29/03/2019,-0.09783775,0,1
23069,002415.XSHE,29/03/2019,-0.06814942,0,1
23070,002594.XSHE,29/03/2019,0.06375023,1,0.99889046
23072,600009.XSHG,29/03/2019,0.13644409,1,1
23076,600019.XSHG,29/03/2019,-0.00829876,0,0.9743167
23077,600028.XSHG,29/03/2019,-0.01045296,0,1
23078,600029.XSHG,29/03/2019,-0.00818713,0,1
23080,600031.XSHG,29/03/2019,-0.04147105,0,1
23082,600048.XSHG,29/03/2019,-0.05266854,0,1
23083,600050.XSHG,29/03/2019,-0.01767305,0,0.88324946
23084,600085.XSHG,29/03/2019,0.04143,0,0.6438753
23085,600104.XSHG,29/03/2019,0.05024933,1,0.6009373
23087,600111.XSHG,29/03/2019,-0.07892377,0,1
23088,600115.XSHG,29/03/2019,-0.01440922,0,0.9998541
23089,600196.XSHG,29/03/2019,-0.02283412,0,1
23090,600276.XSHG,29/03/2019,0.00504433,0,1
23091,600309.XSHG,29/03/2019,-0.00658906,0,0.5888939
23092,600352.XSHG,29/03/2019,0.18081395,1,0.53415257
23093,600362.XSHG,29/03/2019,-0.01730769,1,0.7792824
23094,600383.XSHG,29/03/2019,-0.11781818,0,1
23095,600406.XSHG,29/03/2019,-0.05589768,0,1
23096,600489.XSHG,29/03/2019,-0.07134503,0,0.9975248
23097,600519.XSHG,29/03/2019,0.14052858,1,0.99941766
23098,600547.XSHG,29/03/2019,-0.06145431,0,1
23099,600585.XSHG,29/03/2019,0.04635935,0,0.9504046
