index,stock,tradeDate,return,class,factor
26930,000338.XSHE,29/05/2020,0.05214724,0,0.6836622
26931,000425.XSHE,29/05/2020,0.00681431,1,0.5684095
26932,000538.XSHE,29/05/2020,0.1001183,1,0.99831355
26933,000568.XSHE,29/05/2020,0.06822978,1,0.9999994
26934,000596.XSHE,29/05/2020,0.00320513,0,0.99999976
26935,000625.XSHE,29/05/2020,0.11561866,1,0.89465743
26936,000651.XSHE,29/05/2020,0.01332901,0,0.7387578
26937,000661.XSHE,29/05/2020,0.30917157,1,1
26938,000703.XSHE,29/05/2020,-0.00218579,0,0.9999666
26939,000708.XSHE,29/05/2020,0.07687461,1,0.99996805
26940,000725.XSHE,29/05/2020,0.25876011,1,1
26941,000768.XSHE,29/05/2020,0.0387406,0,0.8168054
26944,000786.XSHE,29/05/2020,-0.07612816,0,1
26946,000858.XSHE,29/05/2020,0.17020489,1,0.9999223
26947,000876.XSHE,29/05/2020,0.06906141,1,0.9999987
26948,000895.XSHE,29/05/2020,0.1950237,1,1
26949,000938.XSHE,29/05/2020,0.1230729,1,1
26950,000963.XSHE,29/05/2020,0.13027845,1,0.99999976
26951,000977.XSHE,29/05/2020,0.01686997,0,1
26952,001979.XSHE,29/05/2020,0.02557704,0,1
26953,002001.XSHE,29/05/2020,0.17136431,1,0.9999999
26954,002007.XSHE,29/05/2020,0.21685284,1,0.9999999
26955,002008.XSHE,29/05/2020,0.1817883,1,1
26956,002024.XSHE,29/05/2020,0,0,1
26957,002027.XSHE,29/05/2020,0.12753036,1,1
26958,002032.XSHE,29/05/2020,0.069232,1,0.9997476
26959,002044.XSHE,29/05/2020,0.22638298,1,0.99999976
26960,002049.XSHE,29/05/2020,0.05587808,1,0.99999666
26961,002050.XSHE,29/05/2020,0.28092925,1,1
26962,002064.XSHE,29/05/2020,-0.04172159,0,0.9999614
26963,002120.XSHE,29/05/2020,-0.04141107,0,1
26964,002129.XSHE,29/05/2020,0.28158308,1,0.9999995
26966,002157.XSHE,29/05/2020,0.12846998,1,0.76326495
26967,002179.XSHE,29/05/2020,0.17271947,1,1
26968,002202.XSHE,29/05/2020,0.05168776,1,0.9599884
26969,002230.XSHE,29/05/2020,0.17486519,1,0.99999976
26970,002236.XSHE,29/05/2020,0.29099462,1,1
26971,002241.XSHE,29/05/2020,0.38229755,1,1
26972,002252.XSHE,29/05/2020,0.03045067,0,0.58940274
26973,002271.XSHE,29/05/2020,0.06164901,1,0.9980509
26974,002304.XSHE,29/05/2020,0.02440175,1,0.6774492
26975,002311.XSHE,29/05/2020,-0.01673554,0,0.999997
26976,002352.XSHE,29/05/2020,0.20008776,1,0.99991286
26977,002371.XSHE,29/05/2020,0.12480882,1,0.9999999
26978,002410.XSHE,29/05/2020,0.21555633,1,0.9999908
26979,002414.XSHE,29/05/2020,0.08694376,1,0.953656
26980,002415.XSHE,29/05/2020,0.10484165,1,0.9999999
26981,002459.XSHE,29/05/2020,0.3281471,1,1
26982,002460.XSHE,29/05/2020,0.08222222,1,0.9999999
26983,002466.XSHE,29/05/2020,0.15384615,1,0.99999964
26984,002475.XSHE,29/05/2020,0.50348548,1,1
26985,002493.XSHE,29/05/2020,0.05943152,0,0.75738156
26986,002555.XSHE,29/05/2020,0.37647059,1,0.9999993
26987,002568.XSHE,29/05/2020,-0.04347826,0,0.99999726
26988,002594.XSHE,29/05/2020,0.2506532,1,0.9999995
26989,002600.XSHE,29/05/2020,0.17849224,1,1
26990,002601.XSHE,29/05/2020,0.24937541,1,1
26991,002602.XSHE,29/05/2020,0.14253731,1,0.999998
26992,002607.XSHE,29/05/2020,-0.05612245,1,0.99996233
26993,002624.XSHE,29/05/2020,0.31149033,1,1
26994,002709.XSHE,29/05/2020,0.20988751,1,1
26995,002714.XSHE,29/05/2020,0.16507986,1,1
26997,002791.XSHE,29/05/2020,0.08894882,1,1
26998,002812.XSHE,29/05/2020,0.10961214,1,0.9999932
26999,002821.XSHE,29/05/2020,0.11935421,1,1
27000,002841.XSHE,29/05/2020,0.10100167,1,1
27001,002916.XSHE,29/05/2020,0.10940397,1,0.8934308
27002,002938.XSHE,29/05/2020,0.20432489,1,1
27003,003816.XSHE,29/05/2020,0.04964539,1,0.99999964
27004,300003.XSHE,29/05/2020,0.05145838,1,0.98655427
27005,300014.XSHE,29/05/2020,0.40419916,1,1
27006,300015.XSHE,29/05/2020,0.10955056,1,0.99999976
27008,300059.XSHE,29/05/2020,0.41754386,1,0.99999905
27009,300122.XSHE,29/05/2020,0.1951074,1,0.9999883
27010,300124.XSHE,29/05/2020,0.10661229,1,0.9999995
27011,300142.XSHE,29/05/2020,0.249642,1,0.65746284
27012,300144.XSHE,29/05/2020,-0.0536105,0,1
27013,300274.XSHE,29/05/2020,0.27911111,1,0.99999344
27014,300316.XSHE,29/05/2020,0.16123121,1,1
27015,300347.XSHE,29/05/2020,0.20070713,1,1
27016,300408.XSHE,29/05/2020,0.39265963,1,1
27017,300413.XSHE,29/05/2020,0.23018868,1,1
27018,300433.XSHE,29/05/2020,0.7202454,1,1
27019,300450.XSHE,29/05/2020,0.1002381,1,0.9999999
27020,300498.XSHE,29/05/2020,0.02753993,0,0.74112797
27021,300529.XSHE,29/05/2020,0.1031746,1,0.81857127
27022,300558.XSHE,29/05/2020,0.33174769,1,0.9999999
27023,300595.XSHE,29/05/2020,0.27229358,1,0.99999964
27024,300601.XSHE,29/05/2020,0.11068493,1,0.9999542
27025,300628.XSHE,29/05/2020,0.14915825,1,1
27026,300676.XSHE,29/05/2020,0.2930005,1,1
27027,300677.XSHE,29/05/2020,0.46153024,1,1
27028,300750.XSHE,29/05/2020,0.19988109,1,0.9999968
27029,300759.XSHE,29/05/2020,0.41562365,1,1
27030,300760.XSHE,29/05/2020,0.09648494,1,0.9935927
27031,300782.XSHE,29/05/2020,0.33324061,1,1
27033,600009.XSHG,29/05/2020,-0.0044205,0,0.99998534
27035,600011.XSHG,29/05/2020,-0.02540416,0,1
27038,600018.XSHG,29/05/2020,0.03703704,1,0.8630314
27039,600019.XSHG,29/05/2020,-0.01096858,0,1
27040,600025.XSHG,29/05/2020,0.10082613,1,0.99994254
27041,600028.XSHG,29/05/2020,-0.01178862,0,1
27042,600029.XSHG,29/05/2020,0.02173913,1,0.7469997
27044,600031.XSHG,29/05/2020,0.02345881,1,0.7372056
27046,600048.XSHG,29/05/2020,0.02924791,0,0.9614011
27047,600050.XSHG,29/05/2020,-0.0122449,0,0.99997175
27050,600085.XSHG,29/05/2020,0.08220271,1,0.83454454
27051,600104.XSHG,29/05/2020,-0.00310607,0,1
27053,600111.XSHG,29/05/2020,-0.0817734,0,1
27054,600115.XSHG,29/05/2020,0.01442308,1,0.98353356
27055,600132.XSHG,29/05/2020,0.18314425,1,1
27056,600143.XSHG,29/05/2020,0.04897601,1,0.9991146
27058,600161.XSHG,29/05/2020,0.1774026,1,1
27059,600176.XSHG,29/05/2020,0.03624009,1,0.9997546
27060,600183.XSHG,29/05/2020,0.09216418,1,0.994975
27061,600196.XSHG,29/05/2020,0.10081301,1,0.9999051
27062,600276.XSHG,29/05/2020,0.17280813,1,0.99999964
27063,600309.XSHG,29/05/2020,0.07551635,1,0.9997849
27064,600332.XSHG,29/05/2020,0.07266092,1,0.9994097
27065,600346.XSHG,29/05/2020,0.03559125,0,1
27066,600352.XSHG,29/05/2020,0.0500821,1,0.99997175
27067,600362.XSHG,29/05/2020,0.05568627,1,0.915543
27068,600383.XSHG,29/05/2020,0.0745098,1,0.99985576
27069,600406.XSHG,29/05/2020,0.09400324,1,1
27070,600426.XSHG,29/05/2020,0.01786475,1,0.5593977
27071,600436.XSHG,29/05/2020,0.16608311,1,0.9999993
27072,600438.XSHG,29/05/2020,0.26861314,1,0.9999999
27073,600489.XSHG,29/05/2020,-0.01508621,1,0.63715184
27074,600519.XSHG,29/05/2020,0.08295263,0,0.59667015
27075,600547.XSHG,29/05/2020,-0.01293801,0,1
27076,600570.XSHG,29/05/2020,0.3359197,1,0.999995
27077,600584.XSHG,29/05/2020,0.07716156,0,0.58372
27078,600585.XSHG,29/05/2020,-0.03401731,0,0.99997854
27079,600588.XSHG,29/05/2020,0.26361032,1,0.9999999
27080,600600.XSHG,29/05/2020,0.21793585,1,0.99999976
27081,600606.XSHG,29/05/2020,0.15514019,1,1
27082,600655.XSHG,29/05/2020,0.10798008,1,0.99888057
27083,600660.XSHG,29/05/2020,0.06262729,1,0.9999999
27084,600690.XSHG,29/05/2020,0.0694864,1,0.9998896
27085,600741.XSHG,29/05/2020,0.08563969,1,0.9999722
27086,600745.XSHG,29/05/2020,0.28809573,1,1
27087,600760.XSHG,29/05/2020,-0.01865413,0,0.98292035
27088,600763.XSHG,29/05/2020,0.17542994,1,0.99998724
27089,600795.XSHG,29/05/2020,0.01648352,0,0.9928203
27090,600809.XSHG,29/05/2020,0.13952837,1,0.9999999
27092,600845.XSHG,29/05/2020,0.0516309,0,0.5207384
27094,600872.XSHG,29/05/2020,0.06418182,1,0.999959
27095,600886.XSHG,29/05/2020,0.0410596,1,0.99991286
27096,600887.XSHG,29/05/2020,0.12400204,1,0.9999999
27097,600893.XSHG,29/05/2020,-0.02370062,0,0.97603047
27098,600900.XSHG,29/05/2020,0.08913168,1,0.9999881
27103,600989.XSHG,29/05/2020,-0.02396665,1,0.8012807
27105,601006.XSHG,29/05/2020,0.03225806,1,0.68228966
27107,601012.XSHG,29/05/2020,0.26460977,1,0.99999905
27108,601021.XSHG,29/05/2020,-0.01701534,0,0.9999999
27110,601088.XSHG,29/05/2020,-0.04977815,0,1
27111,601100.XSHG,29/05/2020,0.0899701,1,0.9999999
27113,601111.XSHG,29/05/2020,0.02163833,0,0.73982936
27114,601138.XSHG,29/05/2020,0.14479724,1,0.999979
27115,601155.XSHG,29/05/2020,-0.00191693,0,1
27119,601186.XSHG,29/05/2020,-0.03121387,0,1
27122,601225.XSHG,29/05/2020,0.0055788,0,0.9999994
27124,601231.XSHG,29/05/2020,0.27151821,1,0.99999964
27126,601238.XSHG,29/05/2020,-0.01097137,0,1
27132,601360.XSHG,29/05/2020,0.02865169,1,0.99862254
27134,601390.XSHG,29/05/2020,-0.04380952,0,1
27136,601600.XSHG,29/05/2020,-0.01428571,0,1
27138,601607.XSHG,29/05/2020,0.03258427,1,0.673198
27139,601618.XSHG,29/05/2020,0.004,0,0.9999999
27141,601633.XSHG,29/05/2020,-0.00229916,0,1
27143,601668.XSHG,29/05/2020,-0.01037344,0,1
27144,601669.XSHG,29/05/2020,0.01466276,1,0.5551595
27147,601698.XSHG,29/05/2020,-0.03278212,0,0.99993837
27148,601766.XSHG,29/05/2020,-0.04623288,0,1
27150,601799.XSHG,29/05/2020,0.17635778,1,0.99999917
27151,601800.XSHG,29/05/2020,-0.01391045,0,1
27152,601808.XSHG,29/05/2020,0.06032126,1,0.9999989
27156,601857.XSHG,29/05/2020,0.00243194,0,0.9999999
27157,601865.XSHG,29/05/2020,0.44393241,1,0.9999981
27158,601877.XSHG,29/05/2020,0.05628208,1,0.9999995
27161,601888.XSHG,29/05/2020,0.52158451,1,0.99999976
27162,601898.XSHG,29/05/2020,0.00263852,0,0.999984
27163,601899.XSHG,29/05/2020,0.16402116,1,0.99961025
27166,601919.XSHG,29/05/2020,0.09810127,0,0.9550269
27167,601933.XSHG,29/05/2020,0.0202537,1,0.7381714
27169,601966.XSHG,29/05/2020,0.0867489,0,0.8815271
27170,601985.XSHG,29/05/2020,0.01488834,0,0.99999976
27172,601989.XSHG,29/05/2020,-0.01477833,0,1
27175,603019.XSHG,29/05/2020,0.03170339,1,0.6801161
27177,603160.XSHG,29/05/2020,0.03320116,0,0.5959314
27178,603195.XSHG,29/05/2020,-0.10055428,0,1
27179,603233.XSHG,29/05/2020,0.20887979,1,0.9999999
27180,603259.XSHG,29/05/2020,0.27358905,1,0.9999999
27181,603260.XSHG,29/05/2020,0.11716047,1,0.9999999
27182,603288.XSHG,29/05/2020,0.08268059,0,0.54088193
27183,603338.XSHG,29/05/2020,0.14911085,1,1
27184,603369.XSHG,29/05/2020,0.09706523,1,0.9997526
27186,603486.XSHG,29/05/2020,0.09179617,1,1
27187,603501.XSHG,29/05/2020,0.10006537,1,0.9233374
27188,603517.XSHG,29/05/2020,0.02299349,1,0.99999976
27189,603658.XSHG,29/05/2020,0.11887878,1,0.9999999
27190,603659.XSHG,29/05/2020,0.18413793,1,1
27191,603799.XSHG,29/05/2020,0.19679704,1,1
27192,603806.XSHG,29/05/2020,0.32282004,1,1
27193,603833.XSHG,29/05/2020,-0.04262349,0,0.9999994
27194,603882.XSHG,29/05/2020,0.27638334,1,0.99999976
27195,603899.XSHG,29/05/2020,-0.02027633,0,0.9999999
27196,603939.XSHG,29/05/2020,0.1546758,1,0.9999851
27197,603986.XSHG,29/05/2020,0.21986659,1,1
27198,603993.XSHG,29/05/2020,0.08495687,0,0.5171012
27199,688008.XSHG,29/05/2020,0.14414313,1,1
27201,688012.XSHG,29/05/2020,0.01013311,0,1
27202,688036.XSHG,29/05/2020,0.4354694,1,0.9999993
27203,688111.XSHG,29/05/2020,0.27844196,1,1
27205,688169.XSHG,29/05/2020,-0.04218551,1,0.7971266
27206,688363.XSHG,29/05/2020,0.31163533,1,1
27207,688396.XSHG,29/05/2020,0.1311807,1,0.9999999
27210,000002.XSHE,30/06/2020,0.02677888,0,0.9999995
27211,000063.XSHE,30/06/2020,-0.02392225,0,1
27212,000066.XSHE,30/06/2020,0.39473764,1,0.99999976
27213,000069.XSHE,30/06/2020,0.18316832,1,1
27214,000100.XSHE,30/06/2020,0.00967742,0,0.9999999
27215,000157.XSHE,30/06/2020,0.28460342,1,1
27217,000301.XSHE,30/06/2020,0.0557554,1,0.5900923
27218,000333.XSHE,30/06/2020,0.20003345,1,0.9999999
27219,000338.XSHE,30/06/2020,0.18002915,1,0.9999999
27220,000425.XSHE,30/06/2020,0.08478134,1,0.99999607
27221,000538.XSHE,30/06/2020,0.16810575,1,0.9999746
27222,000568.XSHE,30/06/2020,0.29477612,1,1
27223,000596.XSHE,30/06/2020,0.42970261,1,1
27224,000625.XSHE,30/06/2020,0.00636364,0,1
27225,000651.XSHE,30/06/2020,0.00601025,1,0.9117804
27226,000661.XSHE,30/06/2020,0.14174133,1,0.9999982
27227,000703.XSHE,30/06/2020,0.11171961,1,0.9999858
27228,000708.XSHE,30/06/2020,0.13750731,1,1
27229,000725.XSHE,30/06/2020,0.0041841,0,0.9999999
27230,000768.XSHE,30/06/2020,0.33596392,1,0.9999994
27233,000786.XSHE,30/06/2020,0.44491327,1,0.9999995
27235,000858.XSHE,30/06/2020,0.27103787,1,1
27236,000876.XSHE,30/06/2020,0.09127517,1,1
27237,000895.XSHE,30/06/2020,0.18528965,1,1
27238,000938.XSHE,30/06/2020,0.01907864,0,0.99999905
27239,000963.XSHE,30/06/2020,0.09881423,1,0.9998246
27240,000977.XSHE,30/06/2020,-0.03113834,0,1
27241,001979.XSHE,30/06/2020,0.08422908,0,0.98498744
27242,002001.XSHE,30/06/2020,0.01168385,1,0.9998
27243,002007.XSHE,30/06/2020,0.29574935,1,1
27244,002008.XSHE,30/06/2020,0.1172251,1,1
27245,002024.XSHE,30/06/2020,0.18203674,1,1
27246,002027.XSHE,30/06/2020,0.10070672,1,1
27247,002032.XSHE,30/06/2020,0.19450704,1,1
27248,002044.XSHE,30/06/2020,0.06800833,1,0.9999989
27249,002049.XSHE,30/06/2020,0.74457357,1,1
27250,002050.XSHE,30/06/2020,0.08310502,1,1
27251,002064.XSHE,30/06/2020,0.33530572,1,1
27252,002120.XSHE,30/06/2020,-0.0196319,0,1
27253,002129.XSHE,30/06/2020,0.08325913,1,0.99991703
27255,002157.XSHE,30/06/2020,0.23398169,1,0.9999995
27256,002179.XSHE,30/06/2020,0.06193611,1,1
27257,002202.XSHE,30/06/2020,0.30391174,1,1
27258,002230.XSHE,30/06/2020,-0.0216404,0,0.99999905
27259,002236.XSHE,30/06/2020,0.10827694,1,0.99999976
27260,002241.XSHE,30/06/2020,0.45435967,1,1
27262,002271.XSHE,30/06/2020,0.34924932,1,1
27263,002304.XSHE,30/06/2020,0.28447784,1,1
27264,002311.XSHE,30/06/2020,0.34166842,1,1
27265,002352.XSHE,30/06/2020,0.29652651,1,0.9999999
27266,002371.XSHE,30/06/2020,0.21988181,1,0.9999999
27267,002410.XSHE,30/06/2020,0.09799139,1,0.994796
27268,002414.XSHE,30/06/2020,0.33230874,1,1
27269,002415.XSHE,30/06/2020,0.21878089,1,1
27270,002459.XSHE,30/06/2020,0.24227902,1,0.9999802
27271,002460.XSHE,30/06/2020,0.04967401,1,0.99999714
27272,002466.XSHE,30/06/2020,0.10239651,1,0.9999846
27273,002475.XSHE,30/06/2020,0.14099318,1,1
27274,002493.XSHE,30/06/2020,0.35772358,1,0.99999976
27275,002555.XSHE,30/06/2020,-0.02564103,0,0.9916543
27276,002568.XSHE,30/06/2020,0.20035305,1,0.9999999
27277,002594.XSHE,30/06/2020,0.18927577,1,1
27278,002600.XSHE,30/06/2020,0.11571025,1,1
27279,002601.XSHE,30/06/2020,0.27459459,1,1
27280,002602.XSHE,30/06/2020,-0.05381098,1,0.8294124
27281,002607.XSHE,30/06/2020,0.15171171,1,0.9999994
27282,002624.XSHE,30/06/2020,0.00240698,0,1
27283,002709.XSHE,30/06/2020,0.12459307,1,0.9999964
27284,002714.XSHE,30/06/2020,0.11560976,1,1
27286,002791.XSHE,30/06/2020,0.56403444,1,1
27287,002812.XSHE,30/06/2020,0.21367781,1,1
27288,002821.XSHE,30/06/2020,-0.10144033,0,1
27289,002841.XSHE,30/06/2020,0.04411174,0,0.8156353
27290,002916.XSHE,30/06/2020,-0.07987106,0,1
27291,002938.XSHE,30/06/2020,0.01877747,1,0.9983907
27292,003816.XSHE,30/06/2020,0.05608529,1,0.999866
27293,300003.XSHE,30/06/2020,0.17415115,1,1
27294,300014.XSHE,30/06/2020,0.25809822,1,1
27295,300015.XSHE,30/06/2020,0.04257768,1,1
27297,300059.XSHE,30/06/2020,0.32029703,1,1
27298,300122.XSHE,30/06/2020,0.85721418,1,1
27299,300124.XSHE,30/06/2020,0.32774055,1,1
27300,300142.XSHE,30/06/2020,0.54430863,1,0.9999578
27301,300144.XSHE,30/06/2020,0.07919075,1,0.9999995
27302,300274.XSHE,30/06/2020,0.46517417,1,1
27303,300316.XSHE,30/06/2020,0.00363783,1,0.6170293
27304,300347.XSHE,30/06/2020,0.05712603,1,0.97880894
27305,300408.XSHE,30/06/2020,0.033213,0,0.80890214
27306,300413.XSHE,30/06/2020,0.04417178,1,0.99999976
27307,300433.XSHE,30/06/2020,0.1825054,1,0.99999917
27308,300450.XSHE,30/06/2020,-0.04420648,0,0.68794763
27309,300498.XSHE,30/06/2020,0.08944954,1,0.9998709
27310,300529.XSHE,30/06/2020,0.05611511,1,0.9988606
27311,300558.XSHE,30/06/2020,-0.01278754,0,0.9322275
27312,300595.XSHE,30/06/2020,-0.05696568,0,1
27313,300601.XSHE,30/06/2020,0.38665516,1,0.9999999
27314,300628.XSHE,30/06/2020,-0.0780838,0,1
27315,300676.XSHE,30/06/2020,0.05350091,0,1
27316,300677.XSHE,30/06/2020,0.34350548,1,0.9999999
27317,300750.XSHE,30/06/2020,0.21685019,1,0.9999999
27318,300759.XSHE,30/06/2020,0.06791701,1,0.99999714
27319,300760.XSHE,30/06/2020,0.13506706,1,0.99998844
27320,300782.XSHE,30/06/2020,0.08140079,1,0.82153
27322,600009.XSHG,30/06/2020,-0.05744415,0,1
27324,600011.XSHG,30/06/2020,0.14466442,1,0.99996483
27327,600018.XSHG,30/06/2020,0.10805402,1,0.9999989
27328,600019.XSHG,30/06/2020,0.07894737,1,0.9529844
27329,600025.XSHG,30/06/2020,0.00791557,1,0.6060333
27330,600028.XSHG,30/06/2020,0.0230179,0,1
27331,600029.XSHG,30/06/2020,0.03094778,1,0.6915029
27333,600031.XSHG,30/06/2020,0.14632766,1,0.9999994
27335,600048.XSHG,30/06/2020,0.05548038,1,0.5114589
27336,600050.XSHG,30/06/2020,0.04958678,1,0.6698558
27337,600061.XSHG,30/06/2020,0.16339356,1,0.9999999
27339,600085.XSHG,30/06/2020,0.00677017,0,0.80186236
27340,600104.XSHG,30/06/2020,0.0700412,1,0.9998091
27342,600111.XSHG,30/06/2020,0.33154506,1,0.9999994
27343,600115.XSHG,30/06/2020,0.0450237,1,0.9999994
27344,600132.XSHG,30/06/2020,-0.00246575,1,0.9970521
27345,600143.XSHG,30/06/2020,0.22551253,1,1
27347,600161.XSHG,30/06/2020,0.31538136,1,1
27348,600176.XSHG,30/06/2020,0.51256831,1,1
27349,600183.XSHG,30/06/2020,-0.01708234,0,0.9812454
27350,600196.XSHG,30/06/2020,0.85132325,1,0.99999976
27351,600276.XSHG,30/06/2020,0.02253521,0,1
27352,600309.XSHG,30/06/2020,0.35207041,1,0.99999976
27353,600332.XSHG,30/06/2020,0.16892865,1,1
27354,600346.XSHG,30/06/2020,0.16214286,1,0.8814139
27355,600352.XSHG,30/06/2020,0.1758354,1,0.9999976
27356,600362.XSHG,30/06/2020,0.21045047,1,1
27357,600383.XSHG,30/06/2020,0.06409025,1,0.9999845
27358,600406.XSHG,30/06/2020,0.06325964,1,0.9999999
27359,600426.XSHG,30/06/2020,0.30825792,1,1
27360,600436.XSHG,30/06/2020,0.19941263,1,1
27361,600438.XSHG,30/06/2020,0.570771,1,0.9999999
27362,600489.XSHG,30/06/2020,0.24316193,1,1
27363,600519.XSHG,30/06/2020,0.14717543,1,0.94859844
27364,600547.XSHG,30/06/2020,0.17449481,1,0.99999976
27365,600570.XSHG,30/06/2020,0.01699164,1,0.83156765
27366,600584.XSHG,30/06/2020,0.42404861,1,1
27367,600585.XSHG,30/06/2020,0.16083916,1,1
27368,600588.XSHG,30/06/2020,0.06621315,1,1
27369,600600.XSHG,30/06/2020,0.08496732,1,1
27370,600606.XSHG,30/06/2020,0.3804377,1,1
27371,600655.XSHG,30/06/2020,0.15914221,1,0.99708945
27372,600660.XSHG,30/06/2020,0.20386931,1,1
27373,600690.XSHG,30/06/2020,0.03764614,0,0.9804135
27374,600741.XSHG,30/06/2020,0.05007242,1,0.91040653
27375,600745.XSHG,30/06/2020,0.20848305,1,1
27376,600760.XSHG,30/06/2020,0.94789762,1,0.99999976
27377,600763.XSHG,30/06/2020,0.05804401,1,0.6662265
27379,600809.XSHG,30/06/2020,0.24372414,1,0.9999999
27381,600845.XSHG,30/06/2020,0.20599188,1,1
27383,600872.XSHG,30/06/2020,0.20041005,1,1
27384,600886.XSHG,30/06/2020,0.09669211,1,0.9999845
27385,600887.XSHG,30/06/2020,0.17667845,1,1
27386,600893.XSHG,30/06/2020,0.57704516,1,1
27387,600900.XSHG,30/06/2020,0.00565214,0,0.7700558
27392,600989.XSHG,30/06/2020,0.22565321,1,0.9999999
27394,601006.XSHG,30/06/2020,-0.01046445,0,0.99999976
27396,601012.XSHG,30/06/2020,0.39454947,1,0.999998
27397,601021.XSHG,30/06/2020,0.13037112,1,0.9999974
27399,601088.XSHG,30/06/2020,0.06754875,1,0.99998987
27400,601100.XSHG,30/06/2020,0.13239122,1,1
27402,601111.XSHG,30/06/2020,0.03898378,1,0.52931875
27403,601138.XSHG,30/06/2020,-0.0369637,0,1
27404,601155.XSHG,30/06/2020,0.14187243,1,0.9999988
27408,601186.XSHG,30/06/2020,0.07392879,1,0.9999926
27411,601225.XSHG,30/06/2020,0.16965494,1,1
27413,601231.XSHG,30/06/2020,0.10851648,1,1
27415,601238.XSHG,30/06/2020,0.2,1,0.9999995
27421,601360.XSHG,30/06/2020,0.06062261,1,0.99996793
27423,601390.XSHG,30/06/2020,0.10956175,1,0.9999993
27425,601600.XSHG,30/06/2020,0.19202899,1,1
27427,601607.XSHG,30/06/2020,0.14136349,1,1
27428,601618.XSHG,30/06/2020,0.14383048,1,1
27430,601633.XSHG,30/06/2020,0.72927461,1,1
27432,601668.XSHG,30/06/2020,0.05450734,1,0.88051
27433,601669.XSHG,30/06/2020,0.22860498,1,1
27436,601698.XSHG,30/06/2020,0.28095502,1,1
27437,601766.XSHG,30/06/2020,0.04847397,1,0.99996305
27439,601799.XSHG,30/06/2020,0.17322835,1,0.99998105
27440,601800.XSHG,30/06/2020,0.07629428,1,0.99999964
27441,601808.XSHG,30/06/2020,0.05327245,1,0.99983394
27445,601857.XSHG,30/06/2020,0.06205251,0,0.5682398
27446,601865.XSHG,30/06/2020,0.21223404,1,0.99999976
27447,601877.XSHG,30/06/2020,0.20303605,1,1
27450,601888.XSHG,30/06/2020,0.58359906,1,0.9999999
27451,601898.XSHG,30/06/2020,0.119548,1,1
27452,601899.XSHG,30/06/2020,0.35444331,1,1
27455,601919.XSHG,30/06/2020,0.24783862,1,0.99998546
27456,601933.XSHG,30/06/2020,-0.04157783,0,1
27458,601966.XSHG,30/06/2020,0.16089109,1,0.99999785
27459,601985.XSHG,30/06/2020,0.09053231,1,0.6499853
27464,603019.XSHG,30/06/2020,0.15572917,1,0.99999964
27466,603160.XSHG,30/06/2020,-0.06617317,0,1
27467,603195.XSHG,30/06/2020,-0.05745409,0,1
27468,603233.XSHG,30/06/2020,-0.05811377,0,1
27469,603259.XSHG,30/06/2020,0.16977226,1,0.9998926
27470,603260.XSHG,30/06/2020,0.15215801,1,1
27471,603288.XSHG,30/06/2020,0.20643087,1,0.9999888
27472,603338.XSHG,30/06/2020,0.17025208,1,1
27473,603369.XSHG,30/06/2020,0.09248555,1,0.99047875
27475,603486.XSHG,30/06/2020,0.04601125,1,0.9373909
27476,603501.XSHG,30/06/2020,0.01860504,0,1
27477,603517.XSHG,30/06/2020,0.22100088,1,0.99999976
27478,603658.XSHG,30/06/2020,0.00172371,0,1
27479,603659.XSHG,30/06/2020,0.03271209,0,0.581144
27480,603799.XSHG,30/06/2020,0.10036027,1,0.9999999
27481,603806.XSHG,30/06/2020,0.43317972,1,1
27482,603833.XSHG,30/06/2020,0.09109712,1,0.99999976
27483,603882.XSHG,30/06/2020,0.07900627,1,0.99999714
27484,603899.XSHG,30/06/2020,0.19725275,1,1
27485,603939.XSHG,30/06/2020,-0.05131868,0,0.99306667
27486,603986.XSHG,30/06/2020,-0.01869357,0,1
27487,603993.XSHG,30/06/2020,0.19891008,1,0.99997413
27488,688008.XSHG,30/06/2020,-0.12813482,0,1
27489,688009.XSHG,30/06/2020,0.01550204,0,0.99993277
27490,688012.XSHG,30/06/2020,0.00492454,0,1
27491,688036.XSHG,30/06/2020,0.40985915,1,0.999998
27492,688111.XSHG,30/06/2020,0.15050647,1,1
27494,688169.XSHG,30/06/2020,0.04306472,1,0.9999999
27495,688363.XSHG,30/06/2020,-0.02088798,1,0.5305424
27496,688396.XSHG,30/06/2020,0.31929098,1,1
27501,000002.XSHE,31/07/2020,0.05359669,0,0.8727023
27502,000063.XSHE,31/07/2020,0.00092381,0,1
27503,000066.XSHE,31/07/2020,-0.03224044,0,1
27504,000069.XSHE,31/07/2020,-0.0027894,1,0.9556866
27505,000100.XSHE,31/07/2020,0.13099042,0,0.661204
27506,000157.XSHE,31/07/2020,0.031477,0,0.74431694
27508,000301.XSHE,31/07/2020,0.01022147,0,1
27509,000333.XSHE,31/07/2020,-0.01686411,0,0.9956909
27510,000338.XSHE,31/07/2020,-0.07665536,0,1
27511,000425.XSHE,31/07/2020,-0.02204724,0,0.99999976
27512,000538.XSHE,31/07/2020,0.05594087,1,0.73707473
27513,000568.XSHE,31/07/2020,0.28312014,1,1
27514,000596.XSHE,31/07/2020,0.21352748,1,1
27515,000625.XSHE,31/07/2020,0.05781391,0,0.9918066
27516,000651.XSHE,31/07/2020,-0.04234757,0,0.99998474
27517,000661.XSHE,31/07/2020,-0.05915493,0,1
